"u","connectivity","offsets","types","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1,171798691,2883632,0,1,0.039,0.039,0.00012187,0
1,171798691,2883632,0,1,0.04,0.04,0.000125,0
1,3951369912,2949169,0,1,0.041,0.041,0.00012813,0
1,3951369912,2949169,0,1,0.042,0.042,0.00013125,0
1,3951369912,2949169,0,1,0.043,0.043,0.00013438,0
1,3,3276849,0,1,0.044,0.044,0.0001375,0
1,3,3276849,0,1,0.045,0.045,0.00014062,0
1,3,3276849,0,1,0.046,0.046,0.00014375,0
1,3435973837,3211310,0,1,0.047,0.047,0.00014687,0
1,3435973837,3211310,0,1,0.048,0.048,0.00015,0
1,3435973837,3211310,0,1,0.049,0.049,0.00015313,0
1,343597383,3670067,0,1,0.05,0.05,0.00015625,0
1,343597383,3670067,0,1,0.051,0.051,0.00015938,0
1,343597383,3670067,0,1,0.052,0.052,0.0001625,0
1,1078339502,3211361,0,1,0.053,0.053,0.00016562,0
1,1,3211310,0,1,0.054,0.054,0.00016875,0
1,1,3211310,0,1,0.055,0.055,0.00017187,0
1,1,3211310,0,1,0.056,0.056,0.000175,0
1,3264175145,3014705,0,1,0.057,0.057,0.00017813,0
1,3264175145,3014705,0,1,0.058,0.058,0.00018125,0
1,3264175145,3014705,0,1,0.059,0.059,0.00018438,0
1,3779571220,3145772,0,1,0.06,0.06,0.0001875,0
1,3779571220,3145772,0,1,0.061,0.061,0.00019062,0
1,3779571220,3145772,0,1,0.062,0.062,0.00019375,0
1,1,3211308,231,1,0.063,0.063,0.00019688,0
1,1,3211308,231,1,0.064,0.064,0.0002,0
1,1,3211308,231,1,0.065,0.065,0.00020313,0
1,2325109346,3276846,0,1,0.066,0.066,0.00020625,0
1,2325109346,3276846,0,1,0.067,0.067,0.00020937,0
1,2325109346,3276846,0,1,0.068,0.068,0.0002125,0
1,2379394206,5636144,0,1,0.069,0.069,0.00021562,0
1,2379394206,5636144,0,1,0.07,0.07,0.00021875,0
1,2379394206,5636144,0,1,0.071,0.071,0.00022188,0
1,2,3473480,0,1,0.072,0.072,0.000225,0
1,2,3473480,0,1,0.073,0.073,0.00022813,0
1,2,3473480,0,1,0.074,0.074,0.00023125,0
1,1095149528,6357042,0,1,0.075,0.075,0.00023437,0
1,1095149528,6357042,0,1,0.076,0.076,0.0002375,0
1,1095149528,6357042,0,1,0.077,0.077,0.00024062,0
1,1077338147,3014705,0,1,0.078,0.078,0.00024375,0
1,2292953084,3342385,0,1,0.079,0.079,0.00024687,0
1,2292953084,3342385,0,1,0.08,0.08,0.00025,0
1,1078633683,3211308,0,1,0.081,0.081,0.00025313,0
1,3,3211310,0,1,0.082,0.082,0.00025625,0
1,3,3211310,0,1,0.083,0.083,0.00025937,0
1,3,3211310,0,1,0.084,0.084,0.0002625,0
1,4123168604,2883632,0,1,0.085,0.085,0.00026563,0
1,4123168604,2883632,0,1,0.086,0.086,0.00026875,0
1,4123168604,2883632,0,1,0.087,0.087,0.00027188,0
1,343597383,2883633,0,1,0.088,0.088,0.000275,0
1,343597383,2883633,0,1,0.089,0.089,0.00027812,0
1,343597383,2883633,0,1,0.09,0.09,0.00028125,0
1,3,3014706,0,1,0.091,0.091,0.00028438,0
1,3,3014706,0,1,0.092,0.092,0.0002875,0
1,3,3014706,0,1,0.093,0.093,0.00029063,0
1,4110766730,2228314,216,1,0.094,0.094,0.00029375,0
1,4110766730,2228314,216,1,0.095,0.095,0.00029687,0
1,4110766730,2228314,216,1,0.096,0.096,0.0003,0
1,619057938,7929972,0,1,0.097,0.097,0.00030313,0
1,619057938,7929972,0,1,0.098,0.098,0.00030625,0
1,619057938,7929972,0,1,0.099,0.099,0.00030937,0
1,2,2228285,0,1,0.1,0.1,0.0003125,0
1,2,2228285,0,1,0.101,0.101,0.00031562,0
1,2,2228285,0,1,0.102,0.102,0.00031875,0
1,0,6881382,0,1,0.103,0.103,0.00032188,0
1,664526511,7077996,0,1,0.104,0.104,0.000325,0
1,664526511,7077996,0,1,0.105,0.105,0.00032812,0
1,1077240020,2293818,0,1,0.106,0.106,0.00033125,0
1,3268512171,3670071,0,1,0.107,0.107,0.00033438,0
1,3268512171,3670071,0,1,0.108,0.108,0.0003375,0
1,3268512171,3670071,0,1,0.109,0.109,0.00034063,0
1,3,3670071,0,1,0.11,0.11,0.00034375,0
1,3,3670071,0,1,0.111,0.111,0.00034687,0
1,3,3670071,0,1,0.112,0.112,0.00035,0
1,1202590844,62,0,1,0.113,0.113,0.00035313,0
1,1202590844,62,0,1,0.114,0.114,0.00035625,0
1,1202590844,62,0,1,0.115,0.115,0.00035938,0
1,171798692,3276849,0,1,0.116,0.116,0.0003625,0
1,171798692,3276849,0,1,0.117,0.117,0.00036562,0
1,171798692,3276849,0,1,0.118,0.118,0.00036875,0
1,3,3211310,0,1,0.119,0.119,0.00037188,0
1,3,3211310,0,1,0.12,0.12,0.000375,0
1,3,3211310,0,1,0.121,0.121,0.00037812,0
1,3435973837,2883632,0,1,0.122,0.122,0.00038125,0
1,3435973837,2883632,0,1,0.123,0.123,0.00038437,0
1,3435973837,2883632,0,1,0.124,0.124,0.0003875,0
1,1077087436,2883632,0,1,0.125,0.125,0.00039063,0
1,2061584301,2949169,213,1,0.126,0.126,0.00039375,0
1,2061584301,2949169,213,1,0.127,0.127,0.00039687,0
1,1078382100,2883633,0,1,0.128,0.128,0.0004,0
1,1,3670062,0,1,0.129,0.129,0.00040313,0
1,1,3670062,0,1,0.13,0.13,0.00040625,0
1,0,2883639,0,1,0.131,0.131,0.00040938,0
1,1202590843,3014705,0,1,0.132,0.132,0.0004125,0
1,1202590843,3014705,0,1,0.133,0.133,0.00041562,0
1,1077000929,3342385,0,1,0.134,0.134,0.00041875,0
1,3264175144,3211308,0,1,0.135,0.135,0.00042188,0
1,3264175144,3211308,0,1,0.136,0.136,0.000425,0
1,3264175144,3211308,0,1,0.137,0.137,0.00042813,0
1,1,2883635,0,1,0.138,0.138,0.00043125,0
1,1,2883635,0,1,0.139,0.139,0.00043437,0
1,1,2883635,0,1,0.14,0.14,0.0004375,0
1,157248942,2883632,0,1,0.141,0.141,0.00044063,0
1,157248942,2883632,0,1,0.142,0.142,0.00044375,0
1,157248942,2883632,0,1,0.143,0.143,0.00044687,0
1,2295696386,3014705,0,1,0.144,0.144,0.00045,0
1,2295696386,3014705,0,1,0.145,0.145,0.00045312,0
1,2295696386,3014705,0,1,0.146,0.146,0.00045625,0
1,2,3014701,0,1,0.147,0.147,0.00045938,0
1,2,3014701,0,1,0.148,0.148,0.0004625,0
1,2,3014701,0,1,0.149,0.149,0.00046562,0
1,267659894,2949228,0,1,0.15,0.15,0.00046875,0
1,267659894,2949228,0,1,0.151,0.151,0.00047188,0
1,267659894,2949228,0,1,0.152,0.152,0.000475,0
1,1076967347,3014705,0,1,0.153,0.153,0.00047813,0
1,1066551614,3407924,0,1,0.154,0.154,0.00048125,0
1,1066551614,3407924,0,1,0.155,0.155,0.00048437,0
1,1078596388,3342381,0,1,0.156,0.156,0.0004875,0
1,3,3538990,213,1,0.157,0.157,0.00049062,0
1,3,3538990,213,1,0.158,0.158,0.00049375,0
1,0,4718645,0,1,0.159,0.159,0.00049688,0
1,1202590843,3145777,0,1,0.16,0.16,0.0005,0
1,1202590843,3145777,0,1,0.161,0.161,0.00050313,0
1,1076935393,3670062,0,1,0.162,0.162,0.00050625,0
1,3951369911,6357043,0,1,0.163,0.163,0.00050938,0
1,3951369911,6357043,0,1,0.164,0.164,0.0005125,0
1,3951369911,6357043,0,1,0.165,0.165,0.00051562,0
1,3,3342385,0,1,0.166,0.166,0.00051875,0
1,3,3342385,0,1,0.167,0.167,0.00052187,0
1,3,3342385,0,1,0.168,0.168,0.000525,0
1,912972822,3211310,0,1,0.169,0.169,0.00052812,0
1,912972822,3211310,0,1,0.17,0.17,0.00053125,0
1,912972822,3211310,0,1,0.171,0.171,0.00053438,0
1,2716420339,2883632,0,1,0.172,0.172,0.0005375,0
1,2716420339,2883632,0,1,0.173,0.173,0.00054063,0
1,2716420339,2883632,0,1,0.174,0.174,0.00054375,0
1,1078598853,2883632,0,1,0.175,0.175,0.00054688,0
1,2,2883633,0,1,0.176,0.176,0.00055,0
1,2,2883633,0,1,0.177,0.177,0.00055312,0
1,0,2949168,0,1,0.178,0.178,0.00055625,0
1,3539023418,3014706,0,1,0.179,0.179,0.00055937,0
1,3539023418,3014706,0,1,0.18,0.18,0.0005625,0
1,1076858947,3538994,0,1,0.181,0.181,0.00056563,0
1,1151596963,3407976,0,1,0.182,0.182,0.00056875,0
1,1151596963,3407976,0,1,0.183,0.183,0.00057188,0
1,1078589442,3145774,0,1,0.184,0.184,0.000575,0
1,3,6357049,0,1,0.185,0.185,0.00057813,0
1,3,6357049,0,1,0.186,0.186,0.00058125,0
1,0,3014705,0,1,0.187,0.187,0.00058437,0
1,858993461,3407921,230,1,0.188,0.188,0.0005875,0
1,858993461,3407921,230,1,0.189,0.189,0.00059062,0
1,858993461,3407921,230,1,0.19,0.19,0.00059375,0
1,2748779067,3211310,0,1,0.191,0.191,0.00059687,0
1,2748779067,3211310,0,1,0.192,0.192,0.0006,0
1,2748779067,3211310,0,1,0.193,0.193,0.00060313,0
1,3,2883632,0,1,0.194,0.194,0.00060625,0
1,3,2883632,0,1,0.195,0.195,0.00060938,0
1,3,2883632,0,1,0.196,0.196,0.0006125,0
1,2233382995,2883633,0,1,0.197,0.197,0.00061563,0
1,2233382995,2883633,0,1,0.198,0.198,0.00061875,0
1,2233382995,2883633,0,1,0.199,0.199,0.00062187,0
1,1889785609,3473456,0,1,0.2,0.2,0.000625,0
1,1889785609,3473456,0,1,0.201,0.201,0.00062812,0
1,1889785609,3473456,0,1,0.202,0.202,0.00063125,0
1,1078454845,3604526,0,1,0.203,0.203,0.00063438,0
1,1,7077938,0,1,0.204,0.204,0.0006375,0
1,1,7077938,0,1,0.205,0.205,0.00064063,0
1,3342382,3342382,0,1,0.206,0.206,0.00064375,0
1,3264175145,2883640,0,1,0.207,0.207,0.00064688,0
1,3264175145,2883640,0,1,0.208,0.208,0.00065,0
1,1076209909,2883633,0,1,0.209,0.209,0.00065312,0
1,1889785609,3014705,0,1,0.21,0.21,0.00065625,0
1,1889785609,3014705,0,1,0.211,0.211,0.00065937,0
1,1078454845,3342388,0,1,0.212,0.212,0.0006625,0
1,1,3538989,0,1,0.213,0.213,0.00066562,0
1,1,3538989,0,1,0.214,0.214,0.00066875,0
1,0,3276846,0,1,0.215,0.215,0.00067188,0
1,492183072,3211361,0,1,0.216,0.216,0.000675,0
1,492183072,3211361,0,1,0.217,0.217,0.00067813,0
1,492183072,3211361,0,1,0.218,0.218,0.00068125,0
1,1889785609,2883634,216,1,0.219,0.219,0.00068438,0
1,1889785609,2883634,216,1,0.22,0.22,0.0006875,0
1,1889785609,2883634,216,1,0.221,0.221,0.00069062,0
1,2,3276849,0,1,0.222,0.222,0.00069375,0
1,2,3276849,0,1,0.223,0.223,0.00069687,0
1,2,3276849,0,1,0.224,0.224,0.0007,0
1,0,3145772,0,1,0.225,0.225,0.00070313,0
1,1717986919,3145772,0,1,0.226,0.226,0.00070625,0
1,1717986919,3145772,0,1,0.227,0.227,0.00070938,0
1,1076061798,3211308,0,1,0.228,0.228,0.0007125,0
1,2196236571,3211308,0,1,0.229,0.229,0.00071563,0
1,2196236571,3211308,0,1,0.23,0.23,0.00071875,0
1,1078438267,3014701,0,1,0.231,0.231,0.00072187,0
1,3,3604536,0,1,0.232,0.232,0.000725,0
1,3,3604536,0,1,0.233,0.233,0.00072812,0
1,0,3211329,0,1,0.234,0.234,0.00073125,0
1,1717986919,3145774,0,1,0.235,0.235,0.00073437,0
1,1717986919,3145774,0,1,0.236,0.236,0.0007375,0
1,1076061798,2883638,0,1,0.237,0.237,0.00074063,0
1,2576980376,3014705,0,1,0.238,0.238,0.00074375,0
1,2576980376,3014705,0,1,0.239,0.239,0.00074688,0
1,1078417817,3538992,0,1,0.24,0.24,0.00075,0
1,3,3145772,0,1,0.241,0.241,0.00075313,0
1,3,3145772,0,1,0.242,0.242,0.00075625,0
1,0,3145772,0,1,0.243,0.243,0.00075937,0
1,1717986919,3211308,0,1,0.244,0.244,0.0007625,0
1,1717986919,3211308,0,1,0.245,0.245,0.00076562,0
1,1717986919,3211308,0,1,0.246,0.246,0.00076875,0
1,2957724182,2883632,0,1,0.247,0.247,0.00077188,0
1,2957724182,2883632,0,1,0.248,0.248,0.000775,0
1,2957724182,2883632,0,1,0.249,0.249,0.00077813,0
1,1078397367,3211316,0,1,0.25,0.25,0.00078125,0
1,2,3276908,244,1,0.251,0.251,0.00078438,0
1,2,3276908,244,1,0.252,0.252,0.0007875,0
1,0,3211310,0,1,0.253,0.253,0.00079062,0
0.99999,492183072,2883634,0,1,0.254,0.254,0.00079375,0
0.99999,492183072,2883634,0,1,0.255,0.255,0.00079687,0
0.99999,1076128110,3014710,0,1,0.256,0.256,0.0008,0
0.99999,3264175144,4980791,0,1,0.257,0.257,0.00080312,0
0.99998,3264175144,4980791,0,1,0.258,0.258,0.00080625,0
0.99998,1078380789,3342386,0,1,0.259,0.259,0.00080938,0
0.99997,3,3670062,0,1,0.26,0.26,0.0008125,0
0.99996,3,3670062,0,1,0.261,0.261,0.00081563,0
0.99996,0,2883635,0,1,0.262,0.262,0.00081875,0
0.99995,3264175145,3735603,0,1,0.263,0.263,0.00082188,0
0.99993,3264175145,3735603,0,1,0.264,0.264,0.000825,0
0.99992,1076209909,3211361,0,1,0.265,0.265,0.00082812,0
0.9999,3264175144,3211310,0,1,0.266,0.266,0.00083125,0
0.99988,3264175144,3211310,0,1,0.267,0.267,0.00083437,0
0.99985,1078380789,2883636,0,1,0.268,0.268,0.0008375,0
0.99982,3,3014705,0,1,0.269,0.269,0.00084063,0
0.99978,3,3014705,0,1,0.27,0.27,0.00084375,0
0.99974,3,3014705,0,1,0.271,0.271,0.00084688,0
0.9997,1030792151,3145772,0,1,0.272,0.272,0.00085,0
0.99963,1030792151,3145772,0,1,0.273,0.273,0.00085313,0
0.99956,1030792151,3145772,0,1,0.274,0.274,0.00085625,0
0.99949,3264175144,3211308,0,1,0.275,0.275,0.00085937,0
0.99939,3264175144,3211308,0,1,0.276,0.276,0.0008625,0
0.99928,3264175144,3211308,0,1,0.277,0.277,0.00086562,0
0.99917,1078380789,3211308,0,1,0.278,0.278,0.00086875,0
0.99902,1,3145774,0,1,0.279,0.279,0.00087187,0
0.99886,1,3145774,0,1,0.28,0.28,0.000875,0
0.9987,0,2949177,0,1,0.281,0.281,0.00087813,0
0.99849,176865527,3735598,14,1,0.282,0.282,0.00088125,0
0.99826,176865527,3735598,14,1,0.283,0.283,0.00088438,0
0.99802,1076806798,3211308,2,1,0.284,0.284,0.0008875,0
0.99773,3497362884,3211310,0,1,0.285,0.285,0.00089063,0
0.99741,3497362884,3211310,0,1,0.286,0.286,0.00089375,0
0.99709,1078380920,2883634,0,1,0.287,0.287,0.00089687,0
0.99671,2,3014705,0,1,0.288,0.288,0.0009,0
0.99627,2,3014705,0,1,0.289,0.289,0.00090312,0
0.99583,0,3276849,0,1,0.29,0.29,0.00090625,0
0.99535,3722679513,3145772,0,1,0.291,0.291,0.00090938,0
0.99478,3722679513,3145772,0,1,0.292,0.292,0.0009125,0
0.99421,1076861219,3145772,0,1,0.293,0.293,0.00091563,0
0.9936,1160096278,3211308,0,1,0.294,0.294,0.00091875,0
0.99288,1160096278,3211308,0,1,0.295,0.295,0.00092188,0
0.99216,1078390250,3211308,0,1,0.296,0.296,0.000925,0
0.99141,3,3211310,0,1,0.297,0.297,0.00092812,0
0.99053,3,3211310,0,1,0.298,0.298,0.00093125,0
0.98964,3,3211310,0,1,0.299,0.299,0.00093437,0
0.98875,3607772529,3473464,0,1,0.3,0.3,0.0009375,0
0.98769,3607772529,3473464,0,1,0.301,0.301,0.00094062,0
0.98662,3607772529,3473464,0,1,0.302,0.302,0.00094375,0
0.98556,1076883619,3276908,0,1,0.303,0.303,0.00094688,0
0.98434,3092376452,3211310,0,1,0.304,0.304,0.00095,0
0.9831,3092376452,3211310,0,1,0.305,0.305,0.00095313,0
0.98185,1078404382,2883640,0,1,0.306,0.306,0.00095625,0
0.98048,3,3014712,0,1,0.307,0.307,0.00095938,0
0.97906,3,3014712,0,1,0.308,0.308,0.0009625,0
0.97763,0,3407927,0,1,0.309,0.309,0.00096562,0
0.9761,2576980378,3276844,0,1,0.31,0.31,0.00096875,0
0.9745,2576980378,3276844,0,1,0.311,0.311,0.00097187,0
0.97291,1076910489,3342382,0,1,0.312,0.312,0.000975,0
0.97123,3092376452,2949174,59,1,0.313,0.313,0.00097813,0
0.96947,3092376452,2949174,59,1,0.314,0.314,0.00098125,0
0.9677,1078437150,3014713,1,1,0.315,0.315,0.00098438,0
0.96588,1,3473464,0,1,0.316,0.316,0.0009875,0
0.96397,1,3473464,0,1,0.317,0.317,0.00099063,0
0.96205,0,3211329,0,1,0.318,0.318,0.00099375,0
0.9601,343597384,3211310,0,1,0.319,0.319,0.00099687,0
0.95804,343597384,3211310,0,1,0.32,0.32,0.001,0
0.95598,1077004206,2883633,0,1,0.321,0.321,0.0010031,0
0.95391,515396074,3014705,0,1,0.322,0.322,0.0010063,0
0.95172,515396074,3014705,0,1,0.323,0.323,0.0010094,0
0.94954,1078233989,3211313,0,1,0.324,0.324,0.0010125,0
0.94735,1078233989,3211313,0,1,0.325,0.325,0.0010156,0
0.94506,1,3145772,0,1,0.326,0.326,0.0010188,0
0.94276,1,3145772,0,1,0.327,0.327,0.0010219,0
0.94046,0,3145772,0,1,0.328,0.328,0.001025,0
0.93807,1388939285,3211308,0,1,0.329,0.329,0.0010281,0
0.93568,1388939285,3211308,0,1,0.33,0.33,0.0010312,0
0.93328,1077011253,3342380,0,1,0.331,0.331,0.0010344,0
0.93081,1483874832,3014705,0,1,0.332,0.332,0.0010375,0
0.92833,1483874832,3014705,0,1,0.333,0.333,0.0010406,0
0.92585,1078218349,3342390,0,1,0.334,0.334,0.0010437,0
0.92331,2,3342380,0,1,0.335,0.335,0.0010469,0
0.92076,2,3342380,0,1,0.336,0.336,0.00105,0
0.9182,0,6815799,0,1,0.337,0.337,0.0010531,0
0.91561,1278528332,6357040,0,1,0.338,0.338,0.0010562,0
0.91299,1278528332,6357040,0,1,0.339,0.339,0.0010594,0
0.91036,1077037788,3014705,0,1,0.34,0.34,0.0010625,0
0.90772,2713019604,3342385,0,1,0.341,0.341,0.0010656,0
0.90505,2713019604,3342385,0,1,0.342,0.342,0.0010688,0
0.90237,1078206806,3211308,0,1,0.343,0.343,0.0010719,0
0.89969,3,3211310,213,1,0.344,0.344,0.001075,0
0.89697,3,3211310,213,1,0.345,0.345,0.0010781,0
0.89425,0,2883635,1,1,0.346,0.346,0.0010813,0
0.89153,343597384,2883632,0,1,0.347,0.347,0.0010844,0
0.88878,343597384,2883632,0,1,0.348,0.348,0.0010875,0
0.88603,1077069742,2883632,0,1,0.349,0.349,0.0010906,0
0.88327,1077069742,2883632,0,1,0.35,0.35,0.0010938,0
0.88049,4123168603,2883633,0,1,0.351,0.351,0.0010969,0
0.87771,4123168603,2883633,0,1,0.352,0.352,0.0011,0
0.87493,1078205480,3014705,0,1,0.353,0.353,0.0011031,0
0.87213,3,3670064,0,1,0.354,0.354,0.0011062,0
0.86933,3,3670064,0,1,0.355,0.355,0.0011094,0
0.86653,0,3670062,0,1,0.356,0.356,0.0011125,0
0.86372,2948114923,7077937,0,1,0.357,0.357,0.0011156,0
0.8609,2948114923,7077937,0,1,0.358,0.358,0.0011187,0
0.85809,1077105692,2883635,0,1,0.359,0.359,0.0011219,0
0.85527,510174624,3145777,0,1,0.36,0.36,0.001125,0
0.85244,510174624,3145777,0,1,0.361,0.361,0.0011281,0
0.84962,1078202153,3342382,0,1,0.362,0.362,0.0011313,0
0.84679,2,2883641,0,1,0.363,0.363,0.0011344,0
0.84397,2,2883641,0,1,0.364,0.364,0.0011375,0
0.84114,0,3014706,0,1,0.365,0.365,0.0011406,0
0.83831,636546144,3473464,0,1,0.366,0.366,0.0011438,0
0.83548,636546144,3473464,0,1,0.367,0.367,0.0011469,0
0.83266,1077140649,3735597,0,1,0.368,0.368,0.00115,0
0.82983,3115672254,3276846,0,1,0.369,0.369,0.0011531,0
0.82701,3115672254,3276846,0,1,0.37,0.37,0.0011563,0
0.82419,1078213327,6357048,0,1,0.371,0.371,0.0011594,0
0.82137,3,3014705,0,1,0.372,0.372,0.0011625,0
0.81856,3,3014705,0,1,0.373,0.373,0.0011656,0
0.81575,0,3211313,0,1,0.374,0.374,0.0011687,0
0.81294,1,3211308,116,1,0.375,0.375,0.0011719,0
0.81014,1,3211308,116,1,0.376,0.376,0.001175,0
0.80735,1077149696,3211310,2,1,0.377,0.377,0.0011781,0
0.80455,1077149696,3211310,2,1,0.378,0.378,0.0011812,0
0.80177,0,2883633,0,1,0.379,0.379,0.0011844,0
0.799,0,2883633,0,1,0.38,0.38,0.0011875,0
0.79622,1078231040,2883632,0,1,0.381,0.381,0.0011906,0
0.79347,3,2883632,0,1,0.382,0.382,0.0011937,0
0.79072,3,2883632,0,1,0.383,0.383,0.0011969,0
0.78797,0,2883633,0,1,0.384,0.384,0.0012,0
0.78524,1374389535,3014705,0,1,0.385,0.385,0.0012031,0
0.78253,1374389535,3014705,0,1,0.386,0.386,0.0012063,0
0.77982,1077288632,3604528,0,1,0.387,0.387,0.0012094,0
0.77712,2576980378,3014701,0,1,0.388,0.388,0.0012125,0
0.77445,2576980378,3014701,0,1,0.389,0.389,0.0012156,0
0.77177,1078450585,6815800,0,1,0.39,0.39,0.0012188,0
0.76911,1,6357040,0,1,0.391,0.391,0.0012219,0
0.76648,1,6357040,0,1,0.392,0.392,0.001225,0
0.76385,0,3014705,0,1,0.393,0.393,0.0012281,0
0.76123,3779571220,2883633,0,1,0.394,0.394,0.0012313,0
0.75865,3779571220,2883633,0,1,0.395,0.395,0.0012344,0
0.75607,1077400698,3014705,0,1,0.396,0.396,0.0012375,0
0.7535,0,2883633,0,1,0.397,0.397,0.0012406,0
0.75097,0,2883633,0,1,0.398,0.398,0.0012437,0
0.74845,1078165504,2883632,0,1,0.399,0.399,0.0012469,0
0.74593,1,2883632,0,1,0.4,0.4,0.00125,0
0.74347,1,2883632,0,1,0.401,0.401,0.0012531,0
0.74101,0,2883633,0,1,0.402,0.402,0.0012562,0
0.73854,0,2883633,0,1,0.403,0.403,0.0012594,0
0.73615,1503293351,3014705,0,1,0.404,0.404,0.0012625,0
0.73376,1077407976,3604528,0,1,0.405,0.405,0.0012656,0
0.73137,1077407976,3604528,0,1,0.406,0.406,0.0012688,0
0.72905,4060440874,3670062,144,1,0.407,0.407,0.0012719,0
0.72675,4060440874,3670062,144,1,0.408,0.408,0.001275,0
0.72444,1078148587,7077937,1,1,0.409,0.409,0.0012781,0
0.7222,2,3014706,0,1,0.41,0.41,0.0012813,0
0.71999,2,3014706,0,1,0.411,0.411,0.0012844,0
0.71778,0,3473463,0,1,0.412,0.412,0.0012875,0
0.71563,631724964,3735596,0,1,0.413,0.413,0.0012906,0
0.71353,631724964,3735596,0,1,0.414,0.414,0.0012938,0
0.71143,1077437535,3473454,0,1,0.415,0.415,0.0012969,0
0.70938,3316968333,2883633,0,1,0.416,0.416,0.0013,0
0.70742,3316968333,2883633,0,1,0.417,0.417,0.0013031,0
0.70545,1078136384,3014706,0,1,0.418,0.418,0.0013062,0
0.70352,3,3211314,0,1,0.419,0.419,0.0013094,0
0.70171,3,3211314,0,1,0.42,0.42,0.0013125,0
0.6999,0,3604525,0,1,0.421,0.421,0.0013156,0
0.69811,515396075,3473454,0,1,0.422,0.422,0.0013187,0
0.6965,515396075,3473454,0,1,0.423,0.423,0.0013219,0
0.69488,1077472133,3211361,0,1,0.424,0.424,0.001325,0
0.69327,3435973837,3211310,0,1,0.425,0.425,0.0013281,0
0.69191,3435973837,3211310,0,1,0.426,0.426,0.0013312,0
0.69054,1078136012,2883636,0,1,0.427,0.427,0.0013344,0
0.68918,1078136012,2883636,0,1,0.428,0.428,0.0013375,0
0.68812,3,3014705,0,1,0.429,0.429,0.0013406,0
0.6871,0,3407921,0,1,0.43,0.43,0.0013438,0
0.68608,0,3407921,0,1,0.431,0.431,0.0013469,0
0.68542,2886569674,3145772,0,1,0.432,0.432,0.00135,0
0.68488,2886569674,3145772,0,1,0.433,0.433,0.0013531,0
0.68435,1077506416,3145772,0,1,0.434,0.434,0.0013563,0
0.68425,502675843,3211308,0,1,0.435,0.435,0.0013594,0
0.68441,502675843,3211308,0,1,0.436,0.436,0.0013625,0
0.68457,1078135661,3211308,0,1,0.437,0.437,0.0013656,0
0.68524,2,3145774,216,1,0.438,0.438,0.0013688,0
0.68641,2,3145774,216,1,0.439,0.439,0.0013719,0
0.68757,0,2949175,1,1,0.44,0.44,0.001375,0
0.68925,3308624257,3670062,0,1,0.441,0.441,0.0013781,0
0.69178,3308624257,3670062,0,1,0.442,0.442,0.0013812,0
0.69432,1077536618,6815793,0,1,0.443,0.443,0.0013844,0
0.69726,4224066032,6357040,0,1,0.444,0.444,0.0013875,0
0.70144,4224066032,6357040,0,1,0.445,0.445,0.0013906,0
0.70562,1078147224,3014705,0,1,0.446,0.446,0.0013937,0
