"u","connectivity","offsets","types","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.71732,3473452,0,64,1,0.456,0.456,0.0007125,0
0.72911,3014709,202377232,61,1,0.457,0.457,0.00071406,0
0.74154,3342380,113268240,215,1,0.458,0.458,0.00071563,0
0.75461,2883634,0,163,1,0.459,0.459,0.00071719,0
0.76722,3473461,0,112,1,0.46,0.46,0.00071875,0
0.77943,2883636,0,36,1,0.461,0.461,0.00072031,0
0.7897,3342388,0,64,1,0.462,0.462,0.00072187,0
0.79858,3145774,0,2,1,0.463,0.463,0.00072344,0
0.80606,2883640,0,0,1,0.464,0.464,0.000725,0
0.81081,3538990,0,0,1,0.465,0.465,0.00072656,0
0.81441,3407916,0,0,1,0.466,0.466,0.00072812,0
0.81638,3014707,0,0,1,0.467,0.467,0.00072969,0
0.81663,3670064,0,0,1,0.468,0.468,0.00073125,0
0.81609,2883634,0,20,1,0.469,0.469,0.00073281,0
0.81434,3670067,0,174,1,0.47,0.47,0.00073437,0
0.81178,3670060,0,71,1,0.471,0.471,0.00073594,0
0.80875,2883638,0,122,1,0.472,0.472,0.0007375,0
0.80501,3276851,0,116,1,0.473,0.473,0.00073906,0
0.80095,3670060,0,65,1,0.474,0.474,0.00074063,0
0.79666,3604526,0,64,1,0.475,0.475,0.00074219,0
0.79201,2097186,0,236,1,0.476,0.476,0.00074375,0
0.78727,7602291,0,49,1,0.477,0.477,0.00074531,0
0.78242,7078009,0,77,1,0.478,0.478,0.00074688,0
0.77748,6684706,0,68,1,0.479,0.479,0.00074844,0
0.77252,7077993,0,33,1,0.48,0.48,0.00075,0
0.76755,3801196,0,64,1,0.481,0.481,0.00075156,0
0.76261,3604515,0,3,1,0.482,0.482,0.00075313,0
0.7577,3604536,0,0,1,0.483,0.483,0.00075469,0
0.75285,2228280,0,0,1,0.484,0.484,0.00075625,0
0.74808,4063279,0,0,1,0.485,0.485,0.00075781,0
0.74336,7471209,0,0,1,0.486,0.486,0.00075937,0
0.73877,7077987,0,0,1,0.487,0.487,0.00076094,0
0.73427,2097253,0,20,1,0.488,0.488,0.0007625,0
0.72984,7864419,0,174,1,0.489,0.489,0.00076406,0
0.72558,3211315,301992725,225,1,0.49,0.49,0.00076562,0
0.72141,3473454,0,122,1,0.491,0.491,0.00076719,0
0.71735,2228281,0,116,1,0.492,0.492,0.00076875,0
0.71345,3997817,0,64,1,0.493,0.493,0.00077031,0
0.70965,3538978,110561840,51,1,0.494,0.494,0.00077188,0
0.70599,3670062,0,51,1,0.495,0.495,0.00077344,0
0.70249,2097186,140,51,1,0.496,0.496,0.000775,0
0.69907,3407906,570425347,51,1,0.497,0.497,0.00077656,0
0.69584,3407918,131840,51,1,0.498,0.498,0.00077813,0
0.69272,2228277,161,27,1,0.499,0.499,0.00077969,0
0.6897,7536672,0,64,1,0.5,0.5,0.00078125,0
0.68688,6619244,0,0,1,0.501,0.501,0.00078281,0
0.68415,2228285,2839628960,0,1,0.502,0.502,0.00078438,0
0.68154,6881382,32525,0,1,0.503,0.503,0.00078594,0
0.67909,2293818,875770417,0,1,0.504,0.504,0.0007875,0
0.67671,3604577,943142453,0,1,0.505,0.505,0.00078906,0
0.67446,3276900,520105529,0,1,0.506,0.506,0.00079062,0
0.67234,6488120,1442560,20,1,0.507,0.507,0.00079219,0
0.67027,3932222,1631059972,71,1,0.508,0.508,0.00079375,0
0.66833,6357104,1701077858,225,1,0.509,0.509,0.00079531,0
0.66646,6815860,1768449894,122,1,0.51,0.51,0.00079687,0
0.66465,2228285,1903193966,65,1,0.511,0.511,0.00079844,0
0.66292,3342413,1970566002,64,1,0.512,0.512,0.0008,0
0.66123,3014705,2037938038,13,1,0.513,0.513,0.00080156,0
0.65958,3735605,1128415610,142,1,0.514,0.514,0.00080312,0
0.65797,3014706,1263159624,204,1,0.515,0.515,0.00080469,0
0.65637,3604531,1330531660,155,1,0.516,0.516,0.00080625,0
0.65478,3473473,1397903696,221,1,0.517,0.517,0.00080781,0
0.65317,2883640,5921112,64,1,0.518,0.518,0.00080938,0
0.65154,3014709,386072608,2,1,0.519,0.519,0.00081094,0
0.64987,3670069,393984,0,1,0.52,0.52,0.0008125,0
0.64815,3145772,100665865,0,1,0.521,0.521,0.00081406,0
0.64638,3211308,525056,0,1,0.522,0.522,0.00081563,0
0.64449,3342380,402664965,0,1,0.523,0.523,0.00081719,0
0.64252,3014711,393984,0,1,0.524,0.524,0.00081875,0
0.64048,3538993,100665865,0,1,0.525,0.525,0.00082031,0
0.63823,3670062,131840,102,1,0.526,0.526,0.00082188,0
0.63588,3473452,3,158,1,0.527,0.527,0.00082344,0
0.63339,3473454,0,11,1,0.528,0.528,0.000825,0
0.63066,3014709,0,182,1,0.529,0.529,0.00082656,0
0.6278,3670069,224,64,1,0.53,0.53,0.00082812,0
0.62471,3145772,0,64,1,0.531,0.531,0.00082969,0
0.62137,3211308,0,163,1,0.532,0.532,0.00083125,0
0.61786,3342380,0,112,1,0.533,0.533,0.00083281,0
0.61404,3014705,0,61,1,0.534,0.534,0.00083437,0
0.60996,3735605,0,10,1,0.535,0.535,0.00083594,0
0.60569,3014706,0,11,1,0.536,0.536,0.0008375,0
0.60101,3604531,0,64,1,0.537,0.537,0.00083906,0
0.5961,7143514,0,3,1,0.538,0.538,0.00084063,0
0.59096,2949168,0,0,1,0.539,0.539,0.00084219,0
0.58537,3735608,0,0,1,0.54,0.54,0.00084375,0
0.57957,3342401,0,0,1,0.541,0.541,0.00084531,0
0.57347,3342382,0,0,1,0.542,0.542,0.00084688,0
0.56698,3014707,0,0,1,0.543,0.543,0.00084844,0
0.56028,3276851,0,215,1,0.544,0.544,0.00085,0
0.55324,3145772,0,163,1,0.545,0.545,0.00085156,0
0.54589,3211308,0,112,1,0.546,0.546,0.00085313,0
0.53835,3342380,0,10,1,0.547,0.547,0.00085469,0
0.53044,3014708,0,151,1,0.548,0.548,0.00085625,0
0.52233,3211321,0,63,1,0.549,0.549,0.00085781,0
0.51406,3670062,0,212,1,0.55,0.55,0.00085937,0
0.50546,3342380,0,163,1,0.551,0.551,0.00086094,0
0.49675,3342382,0,112,1,0.552,0.552,0.0008625,0
0.4879,2883634,0,61,1,0.553,0.553,0.00086406,0
0.47886,3276851,0,215,1,0.554,0.554,0.00086562,0
0.46977,3145772,0,11,1,0.555,0.555,0.00086719,0
0.46058,3145772,0,64,1,0.556,0.556,0.00086875,0
0.45136,3342380,0,0,1,0.557,0.557,0.00087031,0
0.44212,3014705,0,0,1,0.558,0.558,0.00087187,0
0.43289,3735605,0,0,1,0.559,0.559,0.00087344,0
0.42372,3342380,0,0,1,0.56,0.56,0.000875,0
0.41459,5898296,0,0,1,0.561,0.561,0.00087656,0
0.40561,2097186,0,0,1,0.562,0.562,0.00087813,0
0.39674,7602291,0,1,1,0.563,0.563,0.00087969,0
0.38798,7078009,0,0,1,0.564,0.564,0.00088125,0
0.37948,6684706,774,0,1,0.565,0.565,0.00088281,0
0.37113,7077993,0,0,1,0.566,0.566,0.00088438,0
0.36298,3801196,0,0,1,0.567,0.567,0.00088594,0
0.35514,3539046,0,0,1,0.568,0.568,0.0008875,0
0.34746,3473510,110562224,32,1,0.569,0.569,0.00088906,0
0.3401,2228281,0,163,1,0.57,0.57,0.00089063,0
0.33304,6488124,0,6,1,0.571,0.571,0.00089219,0
0.32616,7471209,608,0,1,0.572,0.572,0.00089375,0
0.31969,7077987,0,0,1,0.573,0.573,0.00089531,0
0.31348,2097253,112,0,1,0.574,0.574,0.00089687,0
0.30747,7864419,0,0,1,0.575,0.575,0.00089844,0
0.30193,3211315,0,92,1,0.576,0.576,0.0009,0
0.2966,3473454,393984,149,1,0.577,0.577,0.00090156,0
0.29152,2228281,100665879,8,1,0.578,0.578,0.00090312,0
0.28685,3997817,825232896,0,1,0.579,0.579,0.00090469,0
0.28237,3473442,892613426,0,1,0.58,0.58,0.00090625,0
0.27819,3014709,959985462,0,1,0.581,0.581,0.00090781,0
0.27434,2097186,100859926,170,1,0.582,0.582,0.00090938,0
0.27066,3997810,726016,35,1,0.583,0.583,0.00091094,0
0.26731,3407906,1041,167,1,0.584,0.584,0.0009125,0
0.2642,3407918,858927408,13,1,0.585,0.585,0.00091406,0
0.26126,7536672,536885560,0,1,0.586,0.586,0.00091563,0
0.25864,7929972,1508096,0,1,0.587,0.587,0.00091719,0
0.25619,6619244,335545859,80,1,0.588,0.588,0.00091875,0
0.25391,2228285,85000202,205,1,0.589,0.589,0.00092031,0
0.2519,7077996,892613426,167,1,0.59,0.59,0.00092188,0
0.25002,2293818,959985462,13,1,0.591,0.591,0.00092344,0
0.24831,3604577,50340096,127,1,0.592,0.592,0.000925,0
0.24679,6488120,0,0,1,0.593,0.593,0.00092656,0
0.24538,3080226,0,224,1,0.594,0.594,0.00092812,0
0.24414,3932222,0,12,1,0.595,0.595,0.00092969,0
0.24303,6815860,0,167,1,0.596,0.596,0.00093125,0
0.242,6553632,192069664,13,1,0.597,0.597,0.00093281,0
0.24113,2228285,0,127,1,0.598,0.598,0.00093437,0
0.24034,3342413,113268240,0,1,0.599,0.599,0.00093594,0
0.23962,3735605,863002463,0,1,0.6,0.6,0.0009375,0
0.23903,3538988,808464479,250,1,0.601,0.601,0.00093906,0
0.23849,3014704,775370800,32,1,0.602,0.602,0.00094062,0
0.23801,3473462,7697526,167,1,0.603,0.603,0.00094219,0
0.23762,3473454,0,127,1,0.604,0.604,0.00094375,0
0.23726,2883640,497,0,1,0.605,0.605,0.00094531,0
0.23696,3014709,0,0,1,0.606,0.606,0.00094688,0
0.23671,3145772,0,240,1,0.607,0.607,0.00094844,0
0.23649,3211308,192070272,32,1,0.608,0.608,0.00095,0
0.23632,3211308,0,167,1,0.609,0.609,0.00095156,0
0.23618,3473454,1442560,127,1,0.61,0.61,0.00095313,0
0.23605,2949175,989857283,0,1,0.611,0.611,0.00095469,0
0.23596,3014709,1631059972,0,1,0.612,0.612,0.00095625,0
0.23589,3604533,1701077858,208,1,0.613,0.613,0.00095781,0
0.23583,3473473,1768449894,164,1,0.614,0.614,0.00095938,0
0.2358,2883640,1903193966,167,1,0.615,0.615,0.00096094,0
0.23577,3014709,1970566002,13,1,0.616,0.616,0.0009625,0
0.23575,3670069,2037938038,127,1,0.617,0.617,0.00096406,0
0.23575,3145772,1195787588,0,1,0.618,0.618,0.00096562,0
0.23575,3211308,1263159624,0,1,0.619,0.619,0.00096719,0
0.23576,3342380,1330531660,0,1,0.62,0.62,0.00096875,0
0.23578,3735605,1465275732,0,1,0.621,0.621,0.00097031,0
0.23579,3538988,5921112,0,1,0.622,0.622,0.00097187,0
0.23581,3014704,386072608,0,1,0.623,0.623,0.00097344,0
0.23583,3473462,393984,240,1,0.624,0.624,0.000975,0
0.23585,2949168,805306372,0,1,0.625,0.625,0.00097656,0
0.23586,3014712,875770417,0,1,0.626,0.626,0.00097813,0
0.23586,3735608,943142453,0,1,0.627,0.627,0.00097969,0
0.23586,3342433,553659961,0,1,0.628,0.628,0.00098125,0
0.23583,2883634,402664965,0,1,0.629,0.629,0.00098281,0
0.23579,3014707,393984,0,1,0.63,0.63,0.00098438,0
0.23573,3276851,100665865,0,1,0.631,0.631,0.00098594,0
0.23562,3211308,131840,0,1,0.632,0.632,0.0009875,0
0.23548,3145772,3,0,1,0.633,0.633,0.00098906,0
0.23527,3342380,1982740280,0,1,0.634,0.634,0.00099063,0
0.23497,2883634,393984,0,1,0.635,0.635,0.00099219,0
0.23461,3014707,193,0,1,0.636,0.636,0.00099375,0
0.23404,3276851,0,0,1,0.637,0.637,0.00099531,0
0.23332,3342401,110561600,0,1,0.638,0.638,0.00099687,0
0.23244,3342382,0,0,1,0.639,0.639,0.00099844,0
0.23111,3014707,0,0,1,0.64,0.64,0.001,0
0.22948,3276851,796095587,0,1,0.641,0.641,0.0010016,0
0.22739,3145772,1970040691,0,1,0.642,0.642,0.0010031,0
0.22443,3145772,1868967795,0,1,0.643,0.643,0.0010047,0
0.22088,3342380,1869438834,0,1,0.644,0.644,0.0010063,0
0.21616,3014705,1768714094,0,1,0.645,0.645,0.0010078,0
0.20999,3473452,1885433951,0,1,0.646,0.646,0.0010094,0
0.20285,3014705,1110405733,0,1,0.647,0.647,0.0010109,0
0.19349,3538999,1466919282,0,1,0.648,0.648,0.0010125,0
0.18287,7536672,1768316779,63,1,0.649,0.649,0.0010141,0
0.17128,7536672,1768316779,63,1,0.65,0.65,0.0010156,0
0.15913,6619244,1936877926,0,1,0.651,0.651,0.0010172,0
0.14785,2228285,1919901556,0,1,0.652,0.652,0.0010188,0
0.13768,6881382,1601332580,0,1,0.653,0.653,0.0010203,0
0.13063,2293818,1752459628,0,1,0.654,0.654,0.0010219,0
0.12505,6684726,1932485481,0,1,0.655,0.655,0.0010234,0
0.12169,6684726,1819242591,0,1,0.656,0.656,0.001025,0
0.1198,3080226,1601466981,0,1,0.657,0.657,0.0010266,0
0.11855,3932222,1597060150,0,1,0.658,0.658,0.0010281,0
0.11803,6881379,1597206623,0,1,0.659,0.659,0.0010297,0
0.11772,6619244,1982740280,0,1,0.66,0.66,0.0010312,0
0.11754,6488096,30068,240,1,0.661,0.661,0.0010328,0
0.11748,3997816,0,63,1,0.662,0.662,0.0010344,0
0.11744,3276834,0,0,1,0.663,0.663,0.0010359,0
0.11741,3014704,0,0,1,0.664,0.664,0.0010375,0
0.11741,2097186,0,0,1,0.665,0.665,0.0010391,0
0.1174,7929955,122251440,0,1,0.666,0.666,0.0010406,0
0.1174,2228285,0,0,1,0.667,0.667,0.0010422,0
0.1174,3670062,0,0,1,0.668,0.668,0.0010437,0
0.1174,2228276,0,0,1,0.669,0.669,0.0010453,0
0.1174,7471136,0,0,1,0.67,0.67,0.0010469,0
0.1174,3014708,0,0,1,0.671,0.671,0.0010484,0
0.1174,3473460,352,0,1,0.672,0.672,0.00105,0
0.1174,2097186,0,0,1,0.673,0.673,0.0010516,0
0.11741,7078009,0,0,1,0.674,0.674,0.0010531,0
0.11741,3997797,2690032864,96,1,0.675,0.675,0.0010547,0
0.11741,6684706,32525,114,1,0.676,0.676,0.0010562,0
0.11741,7077993,0,64,1,0.677,0.677,0.0010578,0
0.11741,3801196,32525,7,1,0.678,0.678,0.0010594,0
0.11741,6553655,0,0,1,0.679,0.679,0.0010609,0
0.11741,3670066,0,0,1,0.68,0.68,0.0010625,0
0.11741,2228323,0,0,1,0.681,0.681,0.0010641,0
0.11741,7340092,0,0,1,0.682,0.682,0.0010656,0
0.11742,7602273,0,0,1,0.683,0.683,0.0010672,0
0.11742,2097256,0,0,1,0.684,0.684,0.0010688,0
0.11742,5046306,0,0,1,0.685,0.685,0.0010703,0
0.11742,3145778,110562880,0,1,0.686,0.686,0.0010719,0
0.11742,3276846,0,0,1,0.687,0.687,0.0010734,0
0.11742,3407924,0,0,1,0.688,0.688,0.001075,0
0.11742,3407924,0,0,1,0.689,0.689,0.0010766,0
0.11742,6357041,0,0,1,0.69,0.69,0.0010781,0
0.11743,3014709,0,0,1,0.691,0.691,0.0010797,0
0.11743,3670069,0,0,1,0.692,0.692,0.0010813,0
0.11743,3473454,100665856,0,1,0.693,0.693,0.0010828,0
0.11743,2883640,0,111,1,0.694,0.694,0.0010844,0
0.11743,2883632,0,111,1,0.695,0.695,0.0010859,0
0.11743,2883633,0,111,1,0.696,0.696,0.0010875,0
0.11743,3014709,1634299617,89,1,0.697,0.697,0.0010891,0
0.11743,3670069,0,89,1,0.698,0.698,0.0010906,0
0.11744,3473454,1024,255,1,0.699,0.699,0.0010922,0
0.11744,3473454,1024,255,1,0.7,0.7,0.0010938,0
0.11744,3014709,0,0,1,0.701,0.701,0.0010953,0
0.11744,3670069,96,0,1,0.702,0.702,0.0010969,0
0.11744,3473452,0,0,1,0.703,0.703,0.0010984,0
0.11744,2883640,0,0,1,0.704,0.704,0.0011,0
0.11744,2883632,0,0,1,0.705,0.705,0.0011016,0
0.11745,2883632,32525,0,1,0.706,0.706,0.0011031,0
0.11745,3145778,0,0,1,0.707,0.707,0.0011047,0
0.11745,3276846,0,0,1,0.708,0.708,0.0011062,0
0.11745,2883636,0,0,1,0.709,0.709,0.0011078,0
0.11745,3407918,0,0,1,0.71,0.71,0.0011094,0
0.11745,5898289,0,0,1,0.711,0.711,0.0011109,0
0.11745,3145837,0,0,1,0.712,0.712,0.0011125,0
0.11746,3670062,0,0,1,0.713,0.713,0.0011141,0
0.11746,3670062,0,0,1,0.714,0.714,0.0011156,0
0.11746,3014707,0,0,1,0.715,0.715,0.0011172,0
0.11746,3276851,0,149,1,0.716,0.716,0.0011187,0
0.11746,3342380,0,0,1,0.717,0.717,0.0011203,0
0.11746,2883634,0,0,1,0.718,0.718,0.0011219,0
0.11747,2883632,1360,150,1,0.719,0.719,0.0011234,0
0.11747,2883633,0,0,1,0.72,0.72,0.001125,0
0.11747,3014707,0,0,1,0.721,0.721,0.0011266,0
0.11747,3276851,110564192,151,1,0.722,0.722,0.0011281,0
0.11747,3342380,0,0,1,0.723,0.723,0.0011297,0
0.11748,4259889,32525,0,1,0.724,0.724,0.0011313,0
0.11748,3014707,0,152,1,0.725,0.725,0.0011328,0
0.11748,3276851,0,0,1,0.726,0.726,0.0011344,0
0.11748,3342382,0,0,1,0.727,0.727,0.0011359,0
0.11748,3342382,0,0,1,0.728,0.728,0.0011375,0
0.11749,2883632,0,0,1,0.729,0.729,0.0011391,0
0.11749,2883632,0,0,1,0.73,0.73,0.0011406,0
0.11749,2883632,0,0,1,0.731,0.731,0.0011422,0
0.11749,3276846,0,0,1,0.732,0.732,0.0011438,0
0.11749,2883636,110563408,0,1,0.733,0.733,0.0011453,0
0.1175,3473459,0,0,1,0.734,0.734,0.0011469,0
0.1175,5898290,0,0,1,0.735,0.735,0.0011484,0
0.1175,2097186,110563984,0,1,0.736,0.736,0.00115,0
0.1175,7602291,0,0,1,0.737,0.737,0.0011516,0
0.11751,3997797,0,0,1,0.738,0.738,0.0011531,0
0.11751,3997797,0,0,1,0.739,0.739,0.0011547,0
0.11751,7077993,0,0,1,0.74,0.74,0.0011563,0
0.11751,3801196,4294967295,157,1,0.741,0.741,0.0011578,0
0.11752,3538979,1885300078,0,1,0.742,0.742,0.0011594,0
0.11752,3473510,0,0,1,0.743,0.743,0.0011609,0
0.11752,2228281,875978612,158,1,0.744,0.744,0.0011625,0
0.11752,4063279,1885298481,0,1,0.745,0.745,0.0011641,0
0.11753,7471209,0,0,1,0.746,0.746,0.0011656,0
0.11753,7077987,135425264,159,1,0.747,0.747,0.0011672,0
0.11753,2097253,0,0,1,0.748,0.748,0.0011687,0
0.11754,2228285,0,0,1,0.749,0.749,0.0011703,0
0.11754,2228285,0,0,1,0.75,0.75,0.0011719,0
0.11754,3538990,0,0,1,0.751,0.751,0.0011734,0
0.11755,7929955,0,0,1,0.752,0.752,0.001175,0
0.11755,7929955,0,0,1,0.753,0.753,0.0011766,0
0.11755,3670067,0,0,1,0.754,0.754,0.0011781,0
0.11756,3670062,0,0,1,0.755,0.755,0.0011797,0
0.11756,2228276,0,0,1,0.756,0.756,0.0011812,0
0.11757,2228285,0,0,1,0.757,0.757,0.0011828,0
0.11757,3014708,0,0,1,0.758,0.758,0.0011844,0
0.11758,3473460,0,0,1,0.759,0.759,0.0011859,0
0.11758,7602291,0,0,1,0.76,0.76,0.0011875,0
0.11759,7078009,0,0,1,0.761,0.761,0.0011891,0
0.11759,3997797,0,0,1,0.762,0.762,0.0011906,0
0.1176,7077993,0,0,1,0.763,0.763,0.0011922,0
0.1176,7077993,0,0,1,0.764,0.764,0.0011937,0
0.11761,6357027,0,0,1,0.765,0.765,0.0011953,0
0.11761,3670066,0,0,1,0.766,0.766,0.0011969,0
0.11762,3670066,0,0,1,0.767,0.767,0.0011984,0
0.11763,4063279,0,0,1,0.768,0.768,0.0012,0
0.11764,7340092,0,2,1,0.769,0.769,0.0012016,0
0.11764,7602273,0,0,1,0.77,0.77,0.0012031,0
0.11765,3997796,0,0,1,0.771,0.771,0.0012047,0
0.11766,5046306,0,128,1,0.772,0.772,0.0012063,0
0.11767,3342388,0,0,1,0.773,0.773,0.0012078,0
0.11768,3407916,0,0,1,0.774,0.774,0.0012094,0
0.11769,3407916,0,0,1,0.775,0.775,0.0012109,0
0.1177,3211316,0,1,1,0.776,0.776,0.0012125,0
0.11771,3473454,0,0,1,0.777,0.777,0.0012141,0
0.11772,3473454,0,0,1,0.778,0.778,0.0012156,0
0.11773,3014709,0,0,1,0.779,0.779,0.0012172,0
0.11775,3670069,256,0,1,0.78,0.78,0.0012188,0
0.11776,3145772,0,0,1,0.781,0.781,0.0012203,0
0.11778,3211308,0,0,1,0.782,0.782,0.0012219,0
0.11779,3473452,0,0,1,0.783,0.783,0.0012234,0
0.11781,3473454,0,0,1,0.784,0.784,0.001225,0
0.11782,3014709,0,0,1,0.785,0.785,0.0012266,0
0.11784,3670069,60,216,1,0.786,0.786,0.0012281,0
0.11786,3473473,0,63,1,0.787,0.787,0.0012297,0
0.11788,2883640,0,0,1,0.788,0.788,0.0012313,0
0.1179,2883640,0,0,1,0.789,0.789,0.0012328,0
0.11792,3670069,0,0,1,0.79,0.79,0.0012344,0
0.11794,3145772,0,0,1,0.791,0.791,0.0012359,0
0.11797,3145772,0,0,1,0.792,0.792,0.0012375,0
0.11799,3407916,100665865,0,1,0.793,0.793,0.0012391,0
0.11802,3014707,520093699,1,1,0.794,0.794,0.0012406,0
0.11804,2883638,525056,0,1,0.795,0.795,0.0012422,0
0.11807,3407918,393984,0,1,0.796,0.796,0.0012437,0
0.1181,5898289,301992725,28,1,0.797,0.797,0.0012453,0
0.11813,3145837,805306372,1,1,0.798,0.798,0.0012469,0
0.11816,3670062,943142453,0,1,0.799,0.799,0.0012484,0
0.11819,6357049,536882745,0,1,0.8,0.8,0.00125,0
0.11823,3014707,131840,0,1,0.801,0.801,0.0012516,0
0.11826,3342380,0,0,1,0.802,0.802,0.0012531,0
0.1183,3342380,0,0,1,0.803,0.803,0.0012547,0
0.11834,2883634,0,0,1,0.804,0.804,0.0012562,0
0.11837,2883633,0,0,1,0.805,0.805,0.0012578,0
0.11841,2883633,0,0,1,0.806,0.806,0.0012594,0
0.11846,3014707,0,1,1,0.807,0.807,0.0012609,0
0.1185,3276851,110563744,0,1,0.808,0.808,0.0012625,0
0.11854,3342380,0,0,1,0.809,0.809,0.0012641,0
0.11859,4259889,0,0,1,0.81,0.81,0.0012656,0
0.11863,3014707,0,0,1,0.811,0.811,0.0012672,0
0.11868,3276851,0,0,1,0.812,0.812,0.0012688,0
0.11873,3342382,0,168,1,0.813,0.813,0.0012703,0
0.11878,3342382,0,168,1,0.814,0.814,0.0012719,0
0.11883,2883632,0,3,1,0.815,0.815,0.0012734,0
0.11888,2883632,0,0,1,0.816,0.816,0.001275,0
0.11893,2883632,0,0,1,0.817,0.817,0.0012766,0
0.11899,3538990,0,0,1,0.818,0.818,0.0012781,0
0.11904,3342380,0,1,1,0.819,0.819,0.0012797,0
0.1191,3014709,0,1,1,0.82,0.82,0.0012813,0
0.11916,2228314,0,0,1,0.821,0.821,0.0012828,0
0.11922,7536672,0,0,1,0.822,0.822,0.0012844,0
0.11928,7929972,0,0,1,0.823,0.823,0.0012859,0
0.11934,2228285,0,0,1,0.824,0.824,0.0012875,0
0.11941,2228285,0,0,1,0.825,0.825,0.0012891,0
0.11947,7077996,0,47,1,0.826,0.826,0.0012906,0
0.11954,6684726,0,9,1,0.827,0.827,0.0012922,0
0.1196,6684726,0,9,1,0.828,0.828,0.0012938,0
0.11967,3735605,0,0,1,0.829,0.829,0.0012953,0
0.11974,3932222,0,0,1,0.83,0.83,0.0012969,0
0.11981,3932222,0,0,1,0.831,0.831,0.0012984,0
0.11988,6488178,0,77,1,0.832,0.832,0.0013,0
0.11996,6619244,0,65,1,0.833,0.833,0.0013016,0
0.12003,6488096,0,169,1,0.834,0.834,0.0013031,0
0.12011,3276834,0,127,1,0.835,0.835,0.0013047,0
0.12019,3014705,0,0,1,0.836,0.836,0.0013062,0
0.12026,3407922,0,0,1,0.837,0.837,0.0013078,0
0.12034,7929955,0,0,1,0.838,0.838,0.0013094,0
0.12043,7929955,0,0,1,0.839,0.839,0.0013109,0
0.12051,3342386,0,0,1,0.84,0.84,0.0013125,0
0.12059,2228273,0,0,1,0.841,0.841,0.0013141,0
0.12068,2228273,0,0,1,0.842,0.842,0.0013156,0
0.12076,2228285,0,0,1,0.843,0.843,0.0013172,0
0.12085,3473460,0,0,1,0.844,0.844,0.0013187,0
0.12094,3473460,0,0,1,0.845,0.845,0.0013203,0
0.12103,7602291,0,0,1,0.846,0.846,0.0013219,0
0.12111,7078009,2016,0,1,0.847,0.847,0.0013234,0
0.12121,3997797,0,0,1,0.848,0.848,0.001325,0
0.1213,7077993,0,0,1,0.849,0.849,0.0013266,0
0.12139,3801196,113268624,0,1,0.85,0.85,0.0013281,0
0.12148,6553635,0,0,1,0.851,0.851,0.0013297,0
0.12158,6619235,100665865,0,1,0.852,0.852,0.0013312,0
0.12167,6619235,100665865,0,1,0.853,0.853,0.0013328,0
0.12176,4063279,1442560,0,1,0.854,0.854,0.0013344,0
0.12186,7602273,773128200,0,1,0.855,0.855,0.0013359,0
0.12195,7602273,773128200,0,1,0.856,0.856,0.0013375,0
0.12205,3997796,1594687496,0,1,0.857,0.857,0.0013391,0
0.12214,5046306,134219264,0,1,0.858,0.858,0.0013406,0
0.12224,3211314,755302408,0,1,0.859,0.859,0.0013422,0
0.12233,2883636,100859927,0,1,0.86,0.86,0.0013438,0
0.12243,3735602,726272,0,1,0.861,0.861,0.0013453,0
0.12252,3276846,1042,0,1,0.862,0.862,0.0013469,0
0.12262,3014709,926299444,0,1,0.863,0.863,0.0013484,0
0.12271,3014709,926299444,0,1,0.864,0.864,0.00135,0
0.1228,3473452,134414369,0,1,0.865,0.865,0.0013516,0
0.12289,2883640,100859928,0,1,0.866,0.866,0.0013531,0
0.12298,2883640,100859928,0,1,0.867,0.867,0.0013547,0
0.12307,2883633,774,0,1,0.868,0.868,0.0013563,0
0.12316,3014709,768,0,1,0.869,0.869,0.0013578,0
0.12325,3014709,768,0,1,0.87,0.87,0.0013594,0
0.12333,3473453,0,0,1,0.871,0.871,0.0013609,0
0.12342,3473454,224,0,1,0.872,0.872,0.0013625,0
0.1235,4259895,0,0,1,0.873,0.873,0.0013641,0
0.12358,3670069,0,0,1,0.874,0.874,0.0013656,0
0.12366,3670069,0,0,1,0.875,0.875,0.0013672,0
0.12373,3473454,0,0,1,0.876,0.876,0.0013688,0
0.12381,2883632,32525,0,1,0.877,0.877,0.0013703,0
0.12388,2883632,32525,0,1,0.878,0.878,0.0013719,0
0.12395,2883633,0,0,1,0.879,0.879,0.0013734,0
0.12401,3276846,0,0,1,0.88,0.88,0.001375,0
0.12408,3276846,0,0,1,0.881,0.881,0.0013766,0
0.12414,3735602,0,0,1,0.882,0.882,0.0013781,0
0.1242,5898296,0,0,1,0.883,0.883,0.0013797,0
0.12426,5898296,0,0,1,0.884,0.884,0.0013812,0
0.12431,3670061,0,0,1,0.885,0.885,0.0013828,0
0.12437,3670062,0,0,1,0.886,0.886,0.0013844,0
0.12441,6357049,0,0,1,0.887,0.887,0.0013859,0
0.12446,3276851,0,0,1,0.888,0.888,0.0013875,0
0.12451,3276851,0,0,1,0.889,0.889,0.0013891,0
0.12455,3342382,0,0,1,0.89,0.89,0.0013906,0
0.12459,2883632,0,0,1,0.891,0.891,0.0013922,0
0.12462,2883632,0,0,1,0.892,0.892,0.0013937,0
0.12466,2883632,0,0,1,0.893,0.893,0.0013953,0
0.12469,3276851,0,0,1,0.894,0.894,0.0013969,0
0.12472,3276851,0,0,1,0.895,0.895,0.0013984,0
