"u","connectivity","offsets","types","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.12475,3342382,0,0,1,0.896,0.896,0.0014,0
0.12477,4259890,0,0,1,0.897,0.897,0.0014016,0
0.1248,3014707,0,0,1,0.898,0.898,0.0014031,0
0.12482,3342380,0,0,1,0.899,0.899,0.0014047,0
0.12484,3342380,0,0,1,0.9,0.9,0.0014063,0
0.12486,2883634,0,0,1,0.901,0.901,0.0014078,0
0.12487,2883632,0,0,1,0.902,0.902,0.0014094,0
0.12489,2883632,0,0,1,0.903,0.903,0.0014109,0
0.1249,3211314,0,0,1,0.904,0.904,0.0014125,0
0.12491,2883636,0,0,1,0.905,0.905,0.0014141,0
0.12493,2883636,0,0,1,0.906,0.906,0.0014156,0
0.12493,3342382,0,0,1,0.907,0.907,0.0014172,0
0.12494,2097186,0,0,1,0.908,0.908,0.0014188,0
0.12495,2097186,0,0,1,0.909,0.909,0.0014203,0
0.12496,7078009,0,0,1,0.91,0.91,0.0014219,0
0.12496,3997797,0,0,1,0.911,0.911,0.0014234,0
0.12497,6684706,0,0,1,0.912,0.912,0.001425,0
0.12497,3801196,0,141,1,0.913,0.913,0.0014266,0
0.12498,3801196,0,141,1,0.914,0.914,0.0014281,0
0.12498,3604536,0,6,1,0.915,0.915,0.0014297,0
0.12498,2228280,0,0,1,0.916,0.916,0.0014313,0
0.12499,2228280,0,0,1,0.917,0.917,0.0014328,0
0.12499,6488124,0,0,1,0.918,0.918,0.0014344,0
0.12499,7077987,0,77,1,0.919,0.919,0.0014359,0
0.12499,7077987,0,77,1,0.92,0.92,0.0014375,0
0.12499,7864419,0,169,1,0.921,0.921,0.0014391,0
0.12499,3276852,0,127,1,0.922,0.922,0.0014406,0
0.125,3276852,0,127,1,0.923,0.923,0.0014422,0
0.125,2097186,0,0,1,0.924,0.924,0.0014437,0
0.125,7929955,0,0,1,0.925,0.925,0.0014453,0
0.125,2228285,0,0,1,0.926,0.926,0.0014469,0
0.125,3604526,0,0,1,0.927,0.927,0.0014484,0
0.125,3604526,0,0,1,0.928,0.928,0.00145,0
0.125,7471136,0,0,1,0.929,0.929,0.0014516,0
0.125,3014708,0,0,1,0.93,0.93,0.0014531,0
0.125,3014708,0,0,1,0.931,0.931,0.0014547,0
0.125,2097186,0,0,1,0.932,0.932,0.0014562,0
0.125,7078009,0,0,1,0.933,0.933,0.0014578,0
0.125,7078009,0,0,1,0.934,0.934,0.0014594,0
0.125,6684706,0,0,1,0.935,0.935,0.0014609,0
0.125,7077993,0,0,1,0.936,0.936,0.0014625,0
0.125,3801196,0,0,1,0.937,0.937,0.0014641,0
0.125,6619188,0,0,1,0.938,0.938,0.0014656,0
0.125,6619188,0,0,1,0.939,0.939,0.0014672,0
0.125,2228278,0,0,1,0.94,0.94,0.0014687,0
0.125,7340092,0,0,1,0.941,0.941,0.0014703,0
0.125,7340092,0,0,1,0.942,0.942,0.0014719,0
0.125,2097256,0,0,1,0.943,0.943,0.0014734,0
0.125,5046306,0,0,1,0.944,0.944,0.001475,0
0.125,5046306,0,0,1,0.945,0.945,0.0014766,0
0.125,3538990,0,0,1,0.946,0.946,0.0014781,0
0.125,3014713,0,0,1,0.947,0.947,0.0014797,0
0.125,3014713,0,0,1,0.948,0.948,0.0014813,0
0.125,3473505,0,0,1,0.949,0.949,0.0014828,0
0.125,3473505,0,0,1,0.95,0.95,0.0014844,0
0.125,2883640,0,0,1,0.951,0.951,0.0014859,0
0.125,3670069,774,0,1,0.952,0.952,0.0014875,0
0.125,3670069,774,0,1,0.953,0.953,0.0014891,0
0.125,3211308,0,0,1,0.954,0.954,0.0014906,0
0.125,3473452,0,0,1,0.955,0.955,0.0014922,0
0.125,3473452,0,0,1,0.956,0.956,0.0014938,0
0.125,2949176,0,0,1,0.957,0.957,0.0014953,0
0.125,3604533,0,0,1,0.958,0.958,0.0014969,0
0.125,3604533,0,0,1,0.959,0.959,0.0014984,0
0.125,3473454,0,0,1,0.96,0.96,0.0015,0
0.125,3014709,0,0,1,0.961,0.961,0.0015016,0
0.125,3014709,0,0,1,0.962,0.962,0.0015031,0
0.125,3145772,0,0,1,0.963,0.963,0.0015047,0
0.125,3145772,0,0,1,0.964,0.964,0.0015063,0
0.125,3211308,301992725,0,1,0.965,0.965,0.0015078,0
0.125,3014706,875770417,0,1,0.966,0.966,0.0015094,0
0.125,3014706,875770417,0,1,0.967,0.967,0.0015109,0
0.125,3735602,520105529,0,1,0.968,0.968,0.0015125,0
0.125,5898296,134219267,0,1,0.969,0.969,0.0015141,0
0.125,5898296,134219267,0,1,0.97,0.97,0.0015156,0
0.125,3670061,134219264,0,1,0.971,0.971,0.0015172,0
0.125,6357049,134219264,0,1,0.972,0.972,0.0015187,0
0.125,6357049,134219264,0,1,0.973,0.973,0.0015203,0
0.125,3276851,50339840,0,1,0.974,0.974,0.0015219,0
0.125,3342380,100859927,0,1,0.975,0.975,0.0015234,0
0.125,3342382,657664,0,1,0.976,0.976,0.001525,0
0.125,2883632,134414369,0,1,0.977,0.977,0.0015266,0
0.125,2883632,134414369,0,1,0.978,0.978,0.0015281,0
0.125,2883632,100859928,0,1,0.979,0.979,0.0015297,0
0.125,3276851,774,0,1,0.98,0.98,0.0015312,0
0.125,3276851,774,0,1,0.981,0.981,0.0015328,0
0.125,3342382,768,0,1,0.982,0.982,0.0015344,0
0.125,3014707,0,0,1,0.983,0.983,0.0015359,0
0.125,3014707,0,0,1,0.984,0.984,0.0015375,0
0.125,3342380,0,0,1,0.985,0.985,0.0015391,0
0.125,2883634,0,0,1,0.986,0.986,0.0015406,0
0.125,2883634,0,0,1,0.987,0.987,0.0015422,0
0.125,2883632,0,95,1,0.988,0.988,0.0015438,0
0.125,2883632,0,95,1,0.989,0.989,0.0015453,0
0.125,3276852,0,7,1,0.99,0.99,0.0015469,0
0.125,3276844,0,0,1,0.991,0.991,0.0015484,0
0.125,3276844,0,0,1,0.992,0.992,0.00155,0
0.125,3735603,808464479,0,1,0.993,0.993,0.0015516,0
0.125,7536672,0,76,1,0.994,0.994,0.0015531,0
0.125,7536672,0,76,1,0.995,0.995,0.0015547,0
0.125,6619244,0,169,1,0.996,0.996,0.0015563,0
0.125,6881382,0,127,1,0.997,0.997,0.0015578,0
0.125,6881382,0,127,1,0.998,0.998,0.0015594,0
0.125,2293818,0,0,1,0.999,0.999,0.0015609,0
nan,0,0,0,0,1,1,0.0015625,0
