"u","connectivity","offsets","types","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.73085,82,0,0,1,0.41401,0.414,0.0025875,0
0.72968,82,0,0,1,0.41501,0.415,0.0025937,0
0.72851,82,0,0,1,0.41601,0.416,0.0026,0
0.72734,87,0,0,1,0.41701,0.417,0.0026063,0
0.72617,87,0,0,1,0.41801,0.418,0.0026125,0
0.72519,3,0,0,1,0.41901,0.419,0.0026188,0
0.72477,3,0,0,1,0.42001,0.42,0.002625,0
0.72434,3,0,0,1,0.42101,0.421,0.0026313,0
0.72392,3,0,0,1,0.42201,0.422,0.0026375,0
0.72349,85,470,0,1,0.42301,0.423,0.0026438,0
0.72307,85,470,0,1,0.42401,0.424,0.00265,0
0.72264,72,0,0,1,0.42501,0.425,0.0026563,0
0.72324,72,0,0,1,0.42601,0.426,0.0026625,0
0.72383,72,0,0,1,0.42701,0.427,0.0026688,0
0.72442,72,0,0,1,0.42801,0.428,0.002675,0
0.72502,68,0,0,1,0.42901,0.429,0.0026812,0
0.72561,68,0,0,1,0.43001,0.43,0.0026875,0
0.7262,68,0,0,1,0.43101,0.431,0.0026937,0
0.72765,71,0,0,1,0.43201,0.432,0.0027,0
0.72938,71,0,0,1,0.43301,0.433,0.0027062,0
0.73112,71,0,0,1,0.43401,0.434,0.0027125,0
0.73285,3,0,0,1,0.43501,0.435,0.0027187,0
0.73459,3,0,0,1,0.43601,0.436,0.002725,0
0.73632,3,0,0,1,0.43701,0.437,0.0027312,0
0.73849,73,301,0,1,0.43801,0.438,0.0027375,0
0.74108,73,301,0,1,0.43901,0.439,0.0027438,0
0.74368,73,301,0,1,0.44001,0.44,0.00275,0
0.74628,76,0,0,1,0.44101,0.441,0.0027563,0
0.74888,76,0,0,1,0.44201,0.442,0.0027625,0
0.75148,76,0,0,1,0.44301,0.443,0.0027688,0
0.7541,79,0,0,1,0.44401,0.444,0.002775,0
0.75683,79,0,0,1,0.44501,0.445,0.0027813,0
0.75955,79,0,0,1,0.44601,0.446,0.0027875,0
0.76227,79,0,0,1,0.44701,0.447,0.0027938,0
0.76499,72,0,0,1,0.44801,0.448,0.0028,0
0.76771,72,0,0,1,0.44901,0.449,0.0028063,0
0.77043,72,0,0,1,0.45001,0.45,0.0028125,0
0.77238,3,0,0,1,0.45101,0.451,0.0028187,0
0.77433,3,0,0,1,0.45201,0.452,0.002825,0
0.77628,3,0,0,1,0.45301,0.453,0.0028312,0
0.77823,76,213,0,1,0.45401,0.454,0.0028375,0
0.78018,76,213,0,1,0.45501,0.455,0.0028437,0
0.78213,76,213,0,1,0.45601,0.456,0.00285,0
0.78307,81,0,0,1,0.45701,0.457,0.0028562,0
0.78366,81,0,0,1,0.45801,0.458,0.0028625,0
0.78425,81,0,0,1,0.45901,0.459,0.0028687,0
0.78484,73,0,0,1,0.46001,0.46,0.002875,0
0.78543,73,0,0,1,0.46101,0.461,0.0028813,0
0.78602,73,0,0,1,0.46201,0.462,0.0028875,0
0.78587,82,0,0,1,0.46301,0.463,0.0028938,0
0.78497,82,0,0,1,0.46401,0.464,0.0029,0
0.78408,82,0,0,1,0.46501,0.465,0.0029063,0
0.78319,85,0,0,1,0.46601,0.466,0.0029125,0
0.78229,85,0,0,1,0.46701,0.467,0.0029188,0
0.7814,85,0,0,1,0.46801,0.468,0.002925,0
0.78019,80,469,0,1,0.46901,0.469,0.0029313,0
0.77801,80,469,0,1,0.47001,0.47,0.0029375,0
0.77584,80,469,0,1,0.47101,0.471,0.0029438,0
0.77367,80,469,0,1,0.47201,0.472,0.00295,0
0.77149,68,0,0,1,0.47301,0.473,0.0029562,0
0.76932,68,0,0,1,0.47401,0.474,0.0029625,0
0.76715,68,0,0,1,0.47501,0.475,0.0029687,0
