"density","velocity:0","velocity:1","velocity:2","pressure","cell_centered_B:0","cell_centered_B:1","cell_centered_B:2","Cell Type"
0.79733,0.38378,-0.12537,0,0.63574,0.75,0.74727,0,3
0.797,0.38445,-0.12562,0,0.63521,0.75,0.74684,0,3
0.79667,0.38512,-0.12587,0,0.63468,0.75,0.74641,0,3
0.79634,0.38578,-0.12612,0,0.63415,0.75,0.74598,0,3
0.796,0.38645,-0.12638,0,0.63362,0.75,0.74555,0,3
0.79567,0.38712,-0.12663,0,0.63309,0.75,0.74512,0,3
0.79534,0.38778,-0.12688,0,0.63257,0.75,0.74469,0,3
0.79501,0.38845,-0.12714,0,0.63204,0.75,0.74426,0,3
0.79468,0.38912,-0.12739,0,0.63151,0.75,0.74383,0,3
0.79434,0.38978,-0.12764,0,0.63098,0.75,0.7434,0,3
0.79401,0.39045,-0.1279,0,0.63046,0.75,0.74297,0,3
0.79368,0.39112,-0.12815,0,0.62993,0.75,0.74254,0,3
0.79335,0.39179,-0.12841,0,0.62941,0.75,0.74211,0,3
0.79302,0.39245,-0.12866,0,0.62888,0.75,0.74169,0,3
0.79269,0.39312,-0.12892,0,0.62835,0.75,0.74126,0,3
0.79236,0.39379,-0.12917,0,0.62783,0.75,0.74083,0,3
0.79203,0.39445,-0.12942,0,0.6273,0.75,0.7404,0,3
0.79169,0.39512,-0.12968,0,0.62678,0.75,0.73997,0,3
0.79136,0.39579,-0.12994,0,0.62626,0.75,0.73954,0,3
0.79103,0.39645,-0.13019,0,0.62573,0.75,0.73911,0,3
0.7907,0.39712,-0.13045,0,0.62521,0.75,0.73868,0,3
0.79037,0.39779,-0.1307,0,0.62469,0.75,0.73825,0,3
0.79004,0.39845,-0.13096,0,0.62416,0.75,0.73782,0,3
0.78971,0.39912,-0.13121,0,0.62364,0.75,0.73739,0,3
0.78938,0.39979,-0.13147,0,0.62312,0.75,0.73696,0,3
0.78905,0.40045,-0.13172,0,0.6226,0.75,0.73653,0,3
0.78872,0.40112,-0.13198,0,0.62208,0.75,0.73611,0,3
0.78839,0.40179,-0.13224,0,0.62156,0.75,0.73568,0,3
0.78806,0.40245,-0.13249,0,0.62104,0.75,0.73525,0,3
0.78773,0.40312,-0.13275,0,0.62052,0.75,0.73482,0,3
0.7874,0.40379,-0.13301,0,0.62,0.75,0.73439,0,3
0.78707,0.40445,-0.13326,0,0.61948,0.75,0.73396,0,3
0.78674,0.40512,-0.13352,0,0.61896,0.75,0.73353,0,3
0.78641,0.40579,-0.13378,0,0.61844,0.75,0.7331,0,3
0.78608,0.40645,-0.13404,0,0.61792,0.75,0.73267,0,3
0.78575,0.40712,-0.13429,0,0.6174,0.75,0.73224,0,3
0.78542,0.40779,-0.13455,0,0.61688,0.75,0.73181,0,3
0.78509,0.40845,-0.13481,0,0.61636,0.75,0.73139,0,3
0.78476,0.40912,-0.13507,0,0.61585,0.75,0.73096,0,3
0.78443,0.40979,-0.13533,0,0.61533,0.75,0.73053,0,3
0.7841,0.41045,-0.13558,0,0.61481,0.75,0.7301,0,3
0.78377,0.41112,-0.13584,0,0.6143,0.75,0.72967,0,3
0.78344,0.41179,-0.1361,0,0.61378,0.75,0.72924,0,3
0.78311,0.41245,-0.13636,0,0.61326,0.75,0.72881,0,3
0.78278,0.41312,-0.13662,0,0.61275,0.75,0.72838,0,3
0.78245,0.41379,-0.13688,0,0.61223,0.75,0.72796,0,3
0.78213,0.41445,-0.13714,0,0.61172,0.75,0.72753,0,3
0.7818,0.41512,-0.1374,0,0.61121,0.75,0.7271,0,3
0.78147,0.41579,-0.13766,0,0.61069,0.75,0.72667,0,3
0.78114,0.41645,-0.13792,0,0.61018,0.75,0.72624,0,3
0.78081,0.41712,-0.13818,0,0.60966,0.75,0.72581,0,3
0.78048,0.41779,-0.13844,0,0.60915,0.75,0.72538,0,3
0.78015,0.41845,-0.1387,0,0.60864,0.75,0.72495,0,3
0.77982,0.41912,-0.13896,0,0.60813,0.75,0.72453,0,3
0.7795,0.41979,-0.13922,0,0.60761,0.75,0.7241,0,3
0.77917,0.42045,-0.13948,0,0.6071,0.75,0.72367,0,3
0.77884,0.42112,-0.13974,0,0.60659,0.75,0.72324,0,3
0.77851,0.42179,-0.14,0,0.60608,0.75,0.72281,0,3
0.77818,0.42245,-0.14026,0,0.60557,0.75,0.72238,0,3
0.77785,0.42312,-0.14052,0,0.60506,0.75,0.72195,0,3
0.77753,0.42379,-0.14078,0,0.60455,0.75,0.72153,0,3
0.7772,0.42445,-0.14105,0,0.60404,0.75,0.7211,0,3
0.77687,0.42512,-0.14131,0,0.60353,0.75,0.72067,0,3
0.77654,0.42579,-0.14157,0,0.60302,0.75,0.72024,0,3
0.77621,0.42645,-0.14183,0,0.60251,0.75,0.71981,0,3
0.77589,0.42712,-0.14209,0,0.602,0.75,0.71938,0,3
0.77556,0.42779,-0.14236,0,0.60149,0.75,0.71896,0,3
0.77523,0.42845,-0.14262,0,0.60098,0.75,0.71853,0,3
0.7749,0.42912,-0.14288,0,0.60048,0.75,0.7181,0,3
0.77458,0.42979,-0.14314,0,0.59997,0.75,0.71767,0,3
0.77425,0.43045,-0.14341,0,0.59946,0.75,0.71724,0,3
0.77392,0.43112,-0.14367,0,0.59896,0.75,0.71681,0,3
0.7736,0.43179,-0.14393,0,0.59845,0.75,0.71639,0,3
0.77327,0.43245,-0.1442,0,0.59794,0.75,0.71596,0,3
0.77294,0.43312,-0.14446,0,0.59744,0.75,0.71553,0,3
0.77261,0.43379,-0.14473,0,0.59693,0.75,0.7151,0,3
0.77229,0.43445,-0.14499,0,0.59643,0.75,0.71467,0,3
0.77196,0.43512,-0.14525,0,0.59592,0.75,0.71424,0,3
0.77163,0.43579,-0.14552,0,0.59542,0.75,0.71382,0,3
0.77131,0.43645,-0.14578,0,0.59491,0.75,0.71339,0,3
0.77098,0.43712,-0.14605,0,0.59441,0.75,0.71296,0,3
0.77065,0.43779,-0.14631,0,0.59391,0.75,0.71253,0,3
0.77033,0.43845,-0.14658,0,0.5934,0.75,0.7121,0,3
0.77,0.43912,-0.14684,0,0.5929,0.75,0.71168,0,3
0.76967,0.43979,-0.14711,0,0.5924,0.75,0.71125,0,3
0.76935,0.44045,-0.14737,0,0.5919,0.75,0.71082,0,3
0.76902,0.44112,-0.14764,0,0.59139,0.75,0.71039,0,3
0.7687,0.44179,-0.1479,0,0.59089,0.75,0.70996,0,3
0.76837,0.44245,-0.14817,0,0.59039,0.75,0.70954,0,3
0.76804,0.44312,-0.14843,0,0.58989,0.75,0.70911,0,3
0.76772,0.44379,-0.1487,0,0.58939,0.75,0.70868,0,3
0.76739,0.44445,-0.14897,0,0.58889,0.75,0.70825,0,3
0.76707,0.44512,-0.14923,0,0.58839,0.75,0.70782,0,3
0.76674,0.44579,-0.1495,0,0.58789,0.75,0.7074,0,3
0.76641,0.44645,-0.14977,0,0.58739,0.75,0.70697,0,3
0.76609,0.44712,-0.15003,0,0.58689,0.75,0.70654,0,3
0.76576,0.44779,-0.1503,0,0.58639,0.75,0.70611,0,3
0.76544,0.44845,-0.15057,0,0.5859,0.75,0.70568,0,3
0.76511,0.44912,-0.15084,0,0.5854,0.75,0.70526,0,3
0.76479,0.44979,-0.1511,0,0.5849,0.75,0.70483,0,3
0.76446,0.45045,-0.15137,0,0.5844,0.75,0.7044,0,3
0.76414,0.45112,-0.15164,0,0.58391,0.75,0.70397,0,3
0.76381,0.45179,-0.15191,0,0.58341,0.75,0.70354,0,3
0.76349,0.45245,-0.15218,0,0.58291,0.75,0.70312,0,3
0.76316,0.45312,-0.15244,0,0.58242,0.75,0.70269,0,3
0.76284,0.45379,-0.15271,0,0.58192,0.75,0.70226,0,3
0.76251,0.45445,-0.15298,0,0.58143,0.75,0.70183,0,3
0.76219,0.45512,-0.15325,0,0.58093,0.75,0.70141,0,3
0.76186,0.45579,-0.15352,0,0.58044,0.75,0.70098,0,3
0.76154,0.45645,-0.15379,0,0.57994,0.75,0.70055,0,3
0.76121,0.45712,-0.15406,0,0.57945,0.75,0.70012,0,3
0.76089,0.45779,-0.15433,0,0.57895,0.75,0.69969,0,3
0.76057,0.45845,-0.1546,0,0.57846,0.75,0.69927,0,3
0.76024,0.45912,-0.15487,0,0.57797,0.75,0.69884,0,3
0.75992,0.45979,-0.15514,0,0.57747,0.75,0.69841,0,3
0.75959,0.46045,-0.15541,0,0.57698,0.75,0.69798,0,3
0.75927,0.46112,-0.15568,0,0.57649,0.75,0.69756,0,3
0.75894,0.46179,-0.15595,0,0.576,0.75,0.69713,0,3
0.75862,0.46245,-0.15622,0,0.5755,0.75,0.6967,0,3
0.7583,0.46312,-0.15649,0,0.57501,0.75,0.69627,0,3
0.75797,0.46378,-0.15676,0,0.57452,0.75,0.69585,0,3
0.75765,0.46445,-0.15703,0,0.57403,0.75,0.69542,0,3
0.75733,0.46512,-0.1573,0,0.57354,0.75,0.69499,0,3
0.757,0.46578,-0.15758,0,0.57305,0.75,0.69456,0,3
0.75668,0.46645,-0.15785,0,0.57256,0.75,0.69414,0,3
0.75635,0.46712,-0.15812,0,0.57207,0.75,0.69371,0,3
0.75603,0.46778,-0.15839,0,0.57158,0.75,0.69328,0,3
0.75571,0.46845,-0.15866,0,0.57109,0.75,0.69285,0,3
0.75538,0.46912,-0.15894,0,0.57061,0.75,0.69243,0,3
0.75506,0.46978,-0.15921,0,0.57012,0.75,0.692,0,3
0.75474,0.47045,-0.15948,0,0.56963,0.75,0.69157,0,3
0.75442,0.47112,-0.15975,0,0.56914,0.75,0.69114,0,3
0.75409,0.47178,-0.16003,0,0.56865,0.75,0.69072,0,3
0.75377,0.47245,-0.1603,0,0.56817,0.75,0.69029,0,3
0.75345,0.47312,-0.16057,0,0.56768,0.75,0.68986,0,3
0.75312,0.47378,-0.16085,0,0.5672,0.75,0.68943,0,3
0.7528,0.47445,-0.16112,0,0.56671,0.75,0.68901,0,3
0.75248,0.47512,-0.16139,0,0.56622,0.75,0.68858,0,3
0.75216,0.47578,-0.16167,0,0.56574,0.75,0.68815,0,3
0.75183,0.47645,-0.16194,0,0.56525,0.75,0.68772,0,3
0.75151,0.47712,-0.16222,0,0.56477,0.75,0.6873,0,3
0.75119,0.47778,-0.16249,0,0.56428,0.75,0.68687,0,3
0.75087,0.47845,-0.16277,0,0.5638,0.75,0.68644,0,3
0.75054,0.47912,-0.16304,0,0.56332,0.75,0.68601,0,3
0.75022,0.47978,-0.16332,0,0.56283,0.75,0.68559,0,3
0.7499,0.48045,-0.16359,0,0.56235,0.75,0.68516,0,3
0.74958,0.48111,-0.16387,0,0.56187,0.75,0.68473,0,3
0.74926,0.48178,-0.16414,0,0.56138,0.75,0.68431,0,3
0.74893,0.48245,-0.16442,0,0.5609,0.75,0.68388,0,3
0.74861,0.48311,-0.16469,0,0.56042,0.75,0.68345,0,3
0.74829,0.48378,-0.16497,0,0.55994,0.75,0.68302,0,3
0.74797,0.48445,-0.16525,0,0.55946,0.75,0.6826,0,3
0.74765,0.48511,-0.16552,0,0.55898,0.75,0.68217,0,3
0.74733,0.48578,-0.1658,0,0.5585,0.75,0.68174,0,3
0.747,0.48645,-0.16608,0,0.55802,0.75,0.68132,0,3
0.74668,0.48711,-0.16635,0,0.55754,0.75,0.68089,0,3
0.74636,0.48778,-0.16663,0,0.55706,0.75,0.68046,0,3
0.74604,0.48845,-0.16691,0,0.55658,0.75,0.68003,0,3
0.74572,0.48911,-0.16719,0,0.5561,0.75,0.67961,0,3
0.7454,0.48978,-0.16746,0,0.55562,0.75,0.67918,0,3
0.74508,0.49045,-0.16774,0,0.55514,0.75,0.67875,0,3
0.74476,0.49111,-0.16802,0,0.55466,0.75,0.67833,0,3
0.74444,0.49178,-0.1683,0,0.55418,0.75,0.6779,0,3
0.74411,0.49244,-0.16858,0,0.55371,0.75,0.67747,0,3
0.74379,0.49311,-0.16885,0,0.55323,0.75,0.67704,0,3
0.74347,0.49378,-0.16913,0,0.55275,0.75,0.67662,0,3
0.74315,0.49444,-0.16941,0,0.55228,0.75,0.67619,0,3
0.74283,0.49511,-0.16969,0,0.5518,0.75,0.67576,0,3
0.74251,0.49578,-0.16997,0,0.55132,0.75,0.67534,0,3
0.74219,0.49644,-0.17025,0,0.55085,0.75,0.67491,0,3
0.74187,0.49711,-0.17053,0,0.55037,0.75,0.67448,0,3
0.74155,0.49778,-0.17081,0,0.5499,0.75,0.67405,0,3
0.74123,0.49844,-0.17109,0,0.54942,0.75,0.67363,0,3
0.74091,0.49911,-0.17137,0,0.54895,0.75,0.6732,0,3
0.74059,0.49978,-0.17165,0,0.54847,0.75,0.67277,0,3
0.74027,0.50044,-0.17193,0,0.548,0.75,0.67235,0,3
0.73995,0.50111,-0.17221,0,0.54753,0.75,0.67192,0,3
0.73963,0.50177,-0.17249,0,0.54705,0.75,0.67149,0,3
0.73931,0.50244,-0.17277,0,0.54658,0.75,0.67107,0,3
0.73899,0.50311,-0.17305,0,0.54611,0.75,0.67064,0,3
0.73867,0.50377,-0.17333,0,0.54564,0.75,0.67021,0,3
0.73835,0.50444,-0.17362,0,0.54516,0.75,0.66978,0,3
0.73803,0.50511,-0.1739,0,0.54469,0.75,0.66936,0,3
0.73771,0.50577,-0.17418,0,0.54422,0.75,0.66893,0,3
0.73739,0.50644,-0.17446,0,0.54375,0.75,0.6685,0,3
0.73708,0.50711,-0.17474,0,0.54328,0.75,0.66808,0,3
0.73676,0.50777,-0.17503,0,0.54281,0.75,0.66765,0,3
0.73644,0.50844,-0.17531,0,0.54234,0.75,0.66722,0,3
0.73612,0.50911,-0.17559,0,0.54187,0.75,0.6668,0,3
0.7358,0.50977,-0.17587,0,0.5414,0.75,0.66637,0,3
0.73548,0.51044,-0.17616,0,0.54093,0.75,0.66594,0,3
0.73516,0.5111,-0.17644,0,0.54046,0.75,0.66552,0,3
0.73484,0.51177,-0.17672,0,0.53999,0.75,0.66509,0,3
0.73452,0.51244,-0.17701,0,0.53953,0.75,0.66466,0,3
0.73421,0.5131,-0.17729,0,0.53906,0.75,0.66423,0,3
0.73389,0.51377,-0.17758,0,0.53859,0.75,0.66381,0,3
0.73357,0.51444,-0.17786,0,0.53812,0.75,0.66338,0,3
0.73325,0.5151,-0.17814,0,0.53766,0.75,0.66295,0,3
0.73293,0.51577,-0.17843,0,0.53719,0.75,0.66253,0,3
0.73261,0.51644,-0.17871,0,0.53672,0.75,0.6621,0,3
0.73229,0.5171,-0.179,0,0.53626,0.75,0.66167,0,3
0.73198,0.51777,-0.17928,0,0.53579,0.75,0.66125,0,3
0.73166,0.51843,-0.17957,0,0.53532,0.75,0.66082,0,3
0.73134,0.5191,-0.17986,0,0.53486,0.75,0.66039,0,3
0.73102,0.51977,-0.18014,0,0.53439,0.75,0.65997,0,3
0.73071,0.52043,-0.18043,0,0.53393,0.75,0.65954,0,3
0.73039,0.5211,-0.18071,0,0.53347,0.75,0.65911,0,3
0.73007,0.52177,-0.181,0,0.533,0.75,0.65869,0,3
0.72975,0.52243,-0.18129,0,0.53254,0.75,0.65826,0,3
0.72943,0.5231,-0.18157,0,0.53207,0.75,0.65783,0,3
0.72912,0.52376,-0.18186,0,0.53161,0.75,0.6574,0,3
0.7288,0.52443,-0.18215,0,0.53115,0.75,0.65698,0,3
0.72848,0.5251,-0.18243,0,0.53069,0.75,0.65655,0,3
0.72816,0.52576,-0.18272,0,0.53022,0.75,0.65612,0,3
0.72785,0.52643,-0.18301,0,0.52976,0.75,0.6557,0,3
0.72753,0.5271,-0.1833,0,0.5293,0.75,0.65527,0,3
0.72721,0.52776,-0.18358,0,0.52884,0.75,0.65484,0,3
0.7269,0.52843,-0.18387,0,0.52838,0.75,0.65442,0,3
0.72658,0.52909,-0.18416,0,0.52792,0.75,0.65399,0,3
0.72626,0.52976,-0.18445,0,0.52746,0.75,0.65356,0,3
0.72595,0.53043,-0.18474,0,0.527,0.75,0.65314,0,3
0.72563,0.53109,-0.18503,0,0.52654,0.75,0.65271,0,3
0.72531,0.53176,-0.18531,0,0.52608,0.75,0.65228,0,3
0.725,0.53243,-0.1856,0,0.52562,0.75,0.65186,0,3
0.72468,0.53309,-0.18589,0,0.52516,0.75,0.65143,0,3
0.72436,0.53376,-0.18618,0,0.5247,0.75,0.651,0,3
0.72405,0.53443,-0.18647,0,0.52424,0.75,0.65058,0,3
0.72373,0.53509,-0.18676,0,0.52379,0.75,0.65015,0,3
0.72341,0.53576,-0.18705,0,0.52333,0.75,0.64972,0,3
0.7231,0.53642,-0.18734,0,0.52287,0.75,0.6493,0,3
0.72278,0.53709,-0.18763,0,0.52241,0.75,0.64887,0,3
0.72247,0.53776,-0.18792,0,0.52196,0.75,0.64844,0,3
0.72215,0.53842,-0.18822,0,0.5215,0.75,0.64802,0,3
0.72183,0.53909,-0.18851,0,0.52104,0.75,0.64759,0,3
0.72152,0.53976,-0.1888,0,0.52059,0.75,0.64716,0,3
0.7212,0.54042,-0.18909,0,0.52013,0.75,0.64674,0,3
0.72089,0.54109,-0.18938,0,0.51968,0.75,0.64631,0,3
0.72057,0.54175,-0.18967,0,0.51922,0.75,0.64588,0,3
0.72026,0.54242,-0.18996,0,0.51877,0.75,0.64546,0,3
0.71994,0.54309,-0.19026,0,0.51831,0.75,0.64503,0,3
0.71963,0.54375,-0.19055,0,0.51786,0.75,0.6446,0,3
0.71931,0.54442,-0.19084,0,0.51741,0.75,0.64417,0,3
0.71899,0.54508,-0.19113,0,0.51695,0.75,0.64375,0,3
0.71868,0.54575,-0.19143,0,0.5165,0.75,0.64332,0,3
0.71836,0.54642,-0.19172,0,0.51605,0.75,0.64289,0,3
0.71805,0.54708,-0.19201,0,0.5156,0.75,0.64247,0,3
0.71773,0.54775,-0.19231,0,0.51514,0.75,0.64204,0,3
0.71742,0.54842,-0.1926,0,0.51469,0.75,0.64161,0,3
0.7171,0.54908,-0.1929,0,0.51424,0.75,0.64119,0,3
0.71679,0.54975,-0.19319,0,0.51379,0.75,0.64076,0,3
0.71648,0.55041,-0.19348,0,0.51334,0.75,0.64033,0,3
0.71616,0.55108,-0.19378,0,0.51289,0.75,0.63991,0,3
0.71585,0.55175,-0.19407,0,0.51244,0.75,0.63948,0,3
0.71553,0.55241,-0.19437,0,0.51199,0.75,0.63905,0,3
0.71522,0.55308,-0.19466,0,0.51154,0.75,0.63863,0,3
0.7149,0.55375,-0.19496,0,0.51109,0.75,0.6382,0,3
0.71459,0.55441,-0.19525,0,0.51064,0.75,0.63777,0,3
0.71427,0.55508,-0.19555,0,0.51019,0.75,0.63735,0,3
0.71396,0.55574,-0.19585,0,0.50974,0.75,0.63692,0,3
0.71365,0.55641,-0.19614,0,0.50929,0.75,0.63649,0,3
0.71333,0.55708,-0.19644,0,0.50884,0.75,0.63607,0,3
0.71302,0.55774,-0.19674,0,0.5084,0.75,0.63564,0,3
0.71271,0.55841,-0.19703,0,0.50795,0.75,0.63521,0,3
0.71239,0.55908,-0.19733,0,0.5075,0.75,0.63479,0,3
0.71208,0.55974,-0.19763,0,0.50705,0.75,0.63436,0,3
0.71176,0.56041,-0.19792,0,0.50661,0.75,0.63393,0,3
0.71145,0.56107,-0.19822,0,0.50616,0.75,0.63351,0,3
0.71114,0.56174,-0.19852,0,0.50572,0.75,0.63308,0,3
0.71082,0.56241,-0.19882,0,0.50527,0.75,0.63265,0,3
0.71051,0.56307,-0.19911,0,0.50482,0.75,0.63222,0,3
0.7102,0.56374,-0.19941,0,0.50438,0.75,0.6318,0,3
0.70988,0.5644,-0.19971,0,0.50393,0.75,0.63137,0,3
0.70957,0.56507,-0.20001,0,0.50349,0.75,0.63094,0,3
0.70926,0.56574,-0.20031,0,0.50305,0.75,0.63052,0,3
0.70894,0.5664,-0.20061,0,0.5026,0.75,0.63009,0,3
0.70863,0.56707,-0.20091,0,0.50216,0.75,0.62966,0,3
0.70832,0.56774,-0.20121,0,0.50172,0.75,0.62924,0,3
0.70801,0.5684,-0.20151,0,0.50127,0.75,0.62881,0,3
0.70769,0.56907,-0.20181,0,0.50083,0.75,0.62838,0,3
0.70738,0.56973,-0.20211,0,0.50039,0.75,0.62796,0,3
0.70707,0.5704,-0.20241,0,0.49995,0.75,0.62753,0,3
0.70676,0.57107,-0.20271,0,0.4995,0.75,0.6271,0,3
0.70644,0.57173,-0.20301,0,0.49906,0.75,0.62668,0,3
0.70613,0.5724,-0.20331,0,0.49862,0.75,0.62625,0,3
0.70582,0.57307,-0.20361,0,0.49818,0.75,0.62582,0,3
0.70551,0.57373,-0.20391,0,0.49774,0.75,0.62539,0,3
0.70519,0.5744,-0.20421,0,0.4973,0.75,0.62497,0,3
0.70488,0.57506,-0.20452,0,0.49686,0.75,0.62454,0,3
0.70457,0.57573,-0.20482,0,0.49642,0.75,0.62411,0,3
0.70426,0.5764,-0.20512,0,0.49598,0.75,0.62369,0,3
0.70395,0.57706,-0.20542,0,0.49554,0.75,0.62326,0,3
0.70363,0.57773,-0.20573,0,0.4951,0.75,0.62283,0,3
0.70332,0.57839,-0.20603,0,0.49466,0.75,0.62241,0,3
0.70301,0.57906,-0.20633,0,0.49422,0.75,0.62198,0,3
0.7027,0.57973,-0.20663,0,0.49379,0.75,0.62155,0,3
0.70239,0.58039,-0.20694,0,0.49335,0.75,0.62112,0,3
0.70208,0.58106,-0.20724,0,0.49291,0.75,0.6207,0,3
0.70176,0.58173,-0.20755,0,0.49247,0.75,0.62027,0,3
0.70145,0.58239,-0.20785,0,0.49204,0.75,0.61984,0,3
0.70114,0.58306,-0.20815,0,0.4916,0.75,0.61942,0,3
0.70083,0.58372,-0.20846,0,0.49116,0.75,0.61899,0,3
0.70052,0.58439,-0.20876,0,0.49073,0.75,0.61856,0,3
0.70021,0.58506,-0.20907,0,0.49029,0.75,0.61813,0,3
0.6999,0.58572,-0.20937,0,0.48986,0.75,0.61771,0,3
0.69959,0.58639,-0.20968,0,0.48942,0.75,0.61728,0,3
0.69928,0.58706,-0.20998,0,0.48899,0.75,0.61685,0,3
0.69896,0.58772,-0.21029,0,0.48855,0.75,0.61643,0,3
0.69865,0.58839,-0.2106,0,0.48812,0.75,0.616,0,3
0.69834,0.58905,-0.2109,0,0.48768,0.75,0.61557,0,3
0.69803,0.58972,-0.21121,0,0.48725,0.75,0.61514,0,3
0.69772,0.59039,-0.21152,0,0.48682,0.75,0.61472,0,3
0.69741,0.59105,-0.21182,0,0.48638,0.75,0.61429,0,3
0.6971,0.59172,-0.21213,0,0.48595,0.75,0.61386,0,3
0.69679,0.59239,-0.21244,0,0.48552,0.75,0.61343,0,3
0.69648,0.59305,-0.21275,0,0.48508,0.75,0.61301,0,3
0.69617,0.59372,-0.21305,0,0.48465,0.75,0.61258,0,3
0.69586,0.59439,-0.21336,0,0.48422,0.75,0.61215,0,3
0.69555,0.59505,-0.21367,0,0.48379,0.75,0.61172,0,3
0.69524,0.59572,-0.21398,0,0.48336,0.75,0.6113,0,3
0.69493,0.59639,-0.21429,0,0.48293,0.75,0.61087,0,3
0.69462,0.59705,-0.2146,0,0.4825,0.75,0.61044,0,3
0.69431,0.59772,-0.2149,0,0.48207,0.75,0.61001,0,3
0.694,0.59838,-0.21521,0,0.48164,0.75,0.60959,0,3
0.69369,0.59905,-0.21552,0,0.48121,0.75,0.60916,0,3
0.69338,0.59972,-0.21583,0,0.48078,0.75,0.60873,0,3
0.69307,0.60038,-0.21614,0,0.48035,0.75,0.6083,0,3
0.69276,0.60105,-0.21645,0,0.47992,0.75,0.60788,0,3
0.69245,0.60172,-0.21676,0,0.47949,0.75,0.60745,0,3
0.69214,0.60238,-0.21708,0,0.47906,0.75,0.60702,0,3
0.69183,0.60305,-0.21739,0,0.47863,0.75,0.60659,0,3
0.69152,0.60372,-0.2177,0,0.4782,0.75,0.60616,0,3
0.69121,0.60439,-0.21801,0,0.47778,0.75,0.60574,0,3
0.6909,0.60505,-0.21832,0,0.47735,0.75,0.60531,0,3
0.69059,0.60572,-0.21863,0,0.47692,0.75,0.60488,0,3
0.69029,0.60639,-0.21894,0,0.47649,0.75,0.60445,0,3
0.68998,0.60705,-0.21926,0,0.47607,0.75,0.60402,0,3
0.68967,0.60772,-0.21957,0,0.47564,0.75,0.6036,0,3
0.68936,0.60839,-0.21988,0,0.47521,0.75,0.60317,0,3
0.68905,0.60905,-0.2202,0,0.47479,0.75,0.60274,0,3
0.68874,0.60972,-0.22051,0,0.47436,0.75,0.60231,0,3
0.68843,0.61039,-0.22082,0,0.47394,0.75,0.60188,0,3
0.68812,0.61106,-0.22114,0,0.47351,0.75,0.60145,0,3
0.68781,0.61172,-0.22145,0,0.47309,0.75,0.60103,0,3
0.6875,0.61239,-0.22177,0,0.47266,0.75,0.6006,0,3
0.6872,0.61306,-0.22208,0,0.47224,0.75,0.60017,0,3
0.68689,0.61373,-0.2224,0,0.47181,0.75,0.59974,0,3
0.68658,0.6144,-0.22271,0,0.47139,0.75,0.59931,0,3
0.68627,0.61506,-0.22303,0,0.47096,0.75,0.59888,0,3
0.68596,0.61573,-0.22334,0,0.47054,0.75,0.59845,0,3
0.68565,0.6164,-0.22366,0,0.47012,0.75,0.59802,0,3
0.68534,0.61707,-0.22398,0,0.46969,0.75,0.59759,0,3
0.68503,0.61774,-0.22429,0,0.46927,0.75,0.59716,0,3
0.68472,0.61841,-0.22461,0,0.46885,0.75,0.59674,0,3
0.68441,0.61908,-0.22493,0,0.46842,0.75,0.59631,0,3
0.68411,0.61975,-0.22525,0,0.468,0.75,0.59588,0,3
0.6838,0.62042,-0.22556,0,0.46758,0.75,0.59544,0,3
0.68349,0.62109,-0.22588,0,0.46716,0.75,0.59501,0,3
0.68318,0.62176,-0.2262,0,0.46673,0.75,0.59458,0,3
0.68287,0.62243,-0.22652,0,0.46631,0.75,0.59415,0,3
0.68256,0.6231,-0.22684,0,0.46589,0.75,0.59372,0,3
0.68225,0.62377,-0.22716,0,0.46546,0.75,0.59329,0,3
0.68194,0.62444,-0.22748,0,0.46504,0.75,0.59286,0,3
0.68163,0.62512,-0.2278,0,0.46462,0.75,0.59243,0,3
0.68132,0.62579,-0.22813,0,0.4642,0.75,0.59199,0,3
0.68101,0.62647,-0.22845,0,0.46377,0.75,0.59156,0,3
0.6807,0.62714,-0.22877,0,0.46335,0.75,0.59113,0,3
0.68039,0.62782,-0.2291,0,0.46293,0.75,0.59069,0,3
0.68008,0.62849,-0.22942,0,0.4625,0.75,0.59026,0,3
0.67976,0.62917,-0.22975,0,0.46208,0.75,0.58982,0,3
0.67945,0.62985,-0.23007,0,0.46165,0.75,0.58938,0,3
0.67914,0.63053,-0.2304,0,0.46123,0.75,0.58894,0,3
0.67882,0.63122,-0.23073,0,0.4608,0.75,0.5885,0,3
0.67851,0.63191,-0.23106,0,0.46037,0.75,0.58806,0,3
0.67819,0.6326,-0.23139,0,0.45994,0.75,0.58762,0,3
0.67787,0.63329,-0.23173,0,0.45951,0.75,0.58717,0,3
0.67755,0.63399,-0.23207,0,0.45907,0.75,0.58672,0,3
0.67722,0.6347,-0.23241,0,0.45863,0.75,0.58626,0,3
0.67689,0.63543,-0.23276,0,0.45818,0.75,0.5858,0,3
0.67655,0.63617,-0.23312,0,0.45772,0.75,0.58532,0,3
0.67619,0.63695,-0.23349,0,0.45724,0.75,0.58482,0,3
0.67582,0.63775,-0.23388,0,0.45673,0.75,0.5843,0,3
0.67543,0.6386,-0.2343,0,0.45621,0.75,0.58375,0,3
0.67503,0.63948,-0.23472,0,0.45566,0.75,0.58319,0,3
0.67464,0.64034,-0.23514,0,0.45514,0.75,0.58264,0,3
0.67431,0.64104,-0.23548,0,0.4547,0.75,0.58219,0,3
0.67412,0.64146,-0.23568,0,0.45444,0.75,0.58192,0,3
0.67407,0.64158,-0.23574,0,0.45437,0.75,0.58184,0,3
